,0,1,2,3,4,5
108,10,0.588235294,analcatdata_gsssexsurvey,analcatdata_supreme,506,44040
,,,,,,
109,10,0.588235294,analcatdata_gsssexsurvey,analcatdata_supreme,506,44055
,,,,,,
110,13,0.65,arsenic-female-lung,arsenic-female-bladder,513,533
,,,,,,
111,13,0.866666667,arsenic-female-lung,arsenic-male-lung,513,536
,,,,,,
112,10,0.454545455,analcatdata_ncaa,analcatdata_election2000,521,527
,,,,,,
113,10,0.625,analcatdata_ncaa,analcatdata_apnea3,521,555
,,,,,,
114,10,0.625,analcatdata_ncaa,analcatdata_apnea2,521,556
,,,,,,
115,10,0.625,analcatdata_ncaa,analcatdata_apnea1,521,557
,,,,,,
116,3,0.15,analcatdata_ncaa,Code_Smells_Data_Class,521,43079
,,,,,,
117,3,0.272727273,analcatdata_ncaa,mytestdataset,521,43127
,,,,,,
118,10,0.588235294,analcatdata_ncaa,analcatdata_supreme,521,44040
,,,,,,
119,10,0.588235294,analcatdata_ncaa,analcatdata_supreme,521,44055
,,,,,,
120,10,0.625,analcatdata_election2000,analcatdata_apnea3,527,555
,,,,,,
121,10,0.625,analcatdata_election2000,analcatdata_apnea2,527,556
,,,,,,
122,10,0.625,analcatdata_election2000,analcatdata_apnea1,527,557
,,,,,,
123,4,0.266666667,analcatdata_election2000,sarcasm_detection,527,41463
,,,,,,
124,4,0.181818182,analcatdata_election2000,CreditCardFraudDetection,527,42175
,,,,,,
125,3,0.15,analcatdata_election2000,Code_Smells_Data_Class,527,43079
,,,,,,
126,3,0.272727273,analcatdata_election2000,mytestdataset,527,43127
,,,,,,
127,3,0.142857143,analcatdata_election2000,18ProductivityPrediction,527,43250
,,,,,,
128,3,0.085714286,analcatdata_election2000,student-grade-pass-or-fail-prediction,527,43452
,,,,,,
129,3,0.115384615,analcatdata_election2000,Bank-Note-Authentication-UCI,527,43466
,,,,,,
130,4,0.121212121,analcatdata_election2000,Swiss-banknote-conterfeit-detection,527,43477
,,,,,,
131,4,0.097560976,analcatdata_election2000,California-Environmental-Conditions-Dataset,527,43606
,,,,,,
132,3,0.166666667,analcatdata_election2000,1000-Cameras-Dataset,527,43714
,,,,,,
133,3,0.15,analcatdata_election2000,Performance-Prediction,527,43812
,,,,,,
134,3,0.115384615,analcatdata_election2000,Heart_disease_classification,527,43944
,,,,,,
135,10,0.588235294,analcatdata_election2000,analcatdata_supreme,527,44040
,,,,,,
136,10,0.588235294,analcatdata_election2000,analcatdata_supreme,527,44055
,,,,,,
137,4,0.16,analcatdata_election2000,Credit_Card_Fraud_Detection,527,44235
,,,,,,
138,4,0.25,analcatdata_election2000,auction_verification,527,44958
,,,,,,
139,3,0.333333333,analcatdata_election2000,electricity,527,45018
,,,,,,
140,5,0.178571429,analcatdata_election2000,Intersectional-Bias-Assessment,527,45040
,,,,,,
141,9,0.6,arsenic-female-bladder,arsenic-male-lung,533,536
,,,,,,
142,4,0.5,cps_85_wages,cps88wages,534,44984
,,,,,,
143,3,0.3,houses,house_prices,537,42165
,,,,,,
144,3,0.176470588,houses,Lisbon-House-Prices,537,43660
,,,,,,
145,4,1,houses,houses,537,43988
,,,,,,
146,15,0.9375,analcatdata_apnea3,analcatdata_apnea2,555,556
,,,,,,
147,15,0.9375,analcatdata_apnea3,analcatdata_apnea1,555,557
,,,,,,
148,3,0.15,analcatdata_apnea3,Code_Smells_Data_Class,555,43079
,,,,,,
149,3,0.272727273,analcatdata_apnea3,mytestdataset,555,43127
,,,,,,
150,10,0.588235294,analcatdata_apnea3,analcatdata_supreme,555,44040
,,,,,,
151,10,0.588235294,analcatdata_apnea3,analcatdata_supreme,555,44055
,,,,,,
152,15,0.9375,analcatdata_apnea2,analcatdata_apnea1,556,557
,,,,,,
153,3,0.15,analcatdata_apnea2,Code_Smells_Data_Class,556,43079
,,,,,,
154,3,0.272727273,analcatdata_apnea2,mytestdataset,556,43127
,,,,,,
155,10,0.588235294,analcatdata_apnea2,analcatdata_supreme,556,44040
,,,,,,
156,10,0.588235294,analcatdata_apnea2,analcatdata_supreme,556,44055
,,,,,,
157,3,0.15,analcatdata_apnea1,Code_Smells_Data_Class,557,43079
,,,,,,
158,3,0.272727273,analcatdata_apnea1,mytestdataset,557,43127
,,,,,,
159,10,0.588235294,analcatdata_apnea1,analcatdata_supreme,557,44040
,,,,,,
160,10,0.588235294,analcatdata_apnea1,analcatdata_supreme,557,44055
,,,,,,
161,4,0.2,cpu_small,art_daily_small_noise2,562,43056
,,,,,,
162,7,0.875,kdd_coil_1,kdd_coil_2,567,568
,,,,,,
163,7,0.875,kdd_coil_1,kdd_coil_3,567,570
,,,,,,
164,7,0.875,kdd_coil_1,kdd_coil_4,567,575
,,,,,,
165,7,0.875,kdd_coil_1,kdd_coil_5,567,576
,,,,,,
166,7,0.875,kdd_coil_1,kdd_coil_6,567,577
,,,,,,
167,7,0.875,kdd_coil_1,kdd_coil_7,567,578
,,,,,,
168,7,0.875,kdd_coil_2,kdd_coil_3,568,570
,,,,,,
169,7,0.875,kdd_coil_2,kdd_coil_4,568,575
,,,,,,
170,7,0.875,kdd_coil_2,kdd_coil_5,568,576
,,,,,,
171,7,0.875,kdd_coil_2,kdd_coil_6,568,577
,,,,,,
172,7,0.875,kdd_coil_2,kdd_coil_7,568,578
,,,,,,
173,7,0.875,kdd_coil_3,kdd_coil_4,570,575
,,,,,,
174,7,0.875,kdd_coil_3,kdd_coil_5,570,576
,,,,,,
175,7,0.875,kdd_coil_3,kdd_coil_6,570,577
,,,,,,
176,7,0.875,kdd_coil_3,kdd_coil_7,570,578
,,,,,,
177,5,1,cpu_act,cpu_act,573,43981
,,,,,,
178,5,1,cpu_act,cpu_act,573,43982
,,,,,,
179,5,1,cpu_act,cpu_act,573,43990
,,,,,,
180,5,1,cpu_act,cpu_act,573,44007
,,,,,,
181,5,1,cpu_act,cpu_act,573,44132
,,,,,,
182,5,0.5,cpu_act,cpu_activity,573,44978
,,,,,,
183,5,1,cpu_act,cpu_act,573,45029
,,,,,,
184,7,0.875,kdd_coil_4,kdd_coil_5,575,576
,,,,,,
185,7,0.875,kdd_coil_4,kdd_coil_6,575,577
,,,,,,
186,7,0.875,kdd_coil_4,kdd_coil_7,575,578
,,,,,,
187,7,0.875,kdd_coil_5,kdd_coil_6,576,577
,,,,,,
188,7,0.875,kdd_coil_5,kdd_coil_7,576,578
,,,,,,
189,7,0.875,kdd_coil_6,kdd_coil_7,577,578
,,,,,,
190,5,0.454545455,fri_c0_250_5,fri_c3_500_25,579,581
,,,,,,
191,5,0.454545455,fri_c0_250_5,fri_c1_500_25,579,582
,,,,,,
192,4,0.333333333,fri_c0_250_5,fri_c1_1000_50,579,583
,,,,,,
193,5,0.454545455,fri_c0_250_5,fri_c4_500_25,579,584
,,,,,,
194,3,0.3,fri_c0_250_5,fri_c3_100_10,579,585
,,,,,,
195,5,0.416666667,fri_c0_250_5,fri_c3_1000_25,579,586
,,,,,,
196,4,0.363636364,fri_c0_250_5,fri_c3_100_50,579,587
,,,,,,
197,3,0.272727273,fri_c0_250_5,fri_c4_1000_100,579,588
,,,,,,
198,5,0.416666667,fri_c0_250_5,fri_c2_1000_25,579,589
,,,,,,
199,6,0.5,fri_c0_250_5,fri_c0_1000_50,579,590
,,,,,,
200,3,0.3,fri_c0_250_5,fri_c1_100_10,579,591
,,,,,,
201,5,0.416666667,fri_c0_250_5,fri_c4_1000_25,579,592
,,,,,,
202,3,0.272727273,fri_c0_250_5,fri_c1_1000_10,579,593
,,,,,,
203,5,0.5,fri_c0_250_5,fri_c0_1000_10,579,595
,,,,,,
204,7,0.7,fri_c0_250_5,fri_c2_250_5,579,596
,,,,,,
205,4,0.4,fri_c0_250_5,fri_c2_500_5,579,597
,,,,,,
206,7,0.583333333,fri_c0_250_5,fri_c0_1000_25,579,598
,,,,,,
207,4,0.363636364,fri_c0_250_5,fri_c2_1000_5,579,599
,,,,,,
208,6,0.545454545,fri_c0_250_5,fri_c0_100_50,579,600
,,,,,,
209,7,0.7,fri_c0_250_5,fri_c1_250_5,579,601
,,,,,,
210,6,0.545454545,fri_c0_250_5,fri_c3_250_10,579,602
,,,,,,
211,10,0.909090909,fri_c0_250_5,fri_c0_250_50,579,603
,,,,,,
212,3,0.272727273,fri_c0_250_5,fri_c4_500_10,579,604
,,,,,,
213,7,0.7,fri_c0_250_5,fri_c2_250_25,579,605
,,,,,,
214,3,0.272727273,fri_c0_250_5,fri_c2_1000_10,579,606
,,,,,,
215,4,0.333333333,fri_c0_250_5,fri_c4_1000_50,579,607
,,,,,,
216,3,0.272727273,fri_c0_250_5,fri_c3_1000_10,579,608
,,,,,,
217,6,0.545454545,fri_c0_250_5,fri_c0_1000_5,579,609
,,,,,,
218,4,0.363636364,fri_c0_250_5,fri_c1_1000_5,579,612
,,,,,,
219,7,0.7,fri_c0_250_5,fri_c3_250_5,579,613
,,,,,,
220,7,0.7,fri_c0_250_5,fri_c1_250_25,579,614
,,,,,,
221,6,0.545454545,fri_c0_250_5,fri_c4_250_10,579,615
,,,,,,
222,4,0.4,fri_c0_250_5,fri_c4_500_50,579,616
,,,,,,
223,4,0.4,fri_c0_250_5,fri_c3_500_5,579,617
,,,,,,
224,4,0.333333333,fri_c0_250_5,fri_c3_1000_50,579,618
,,,,,,
225,7,0.636363636,fri_c0_250_5,fri_c4_250_50,579,619
,,,,,,
226,5,0.416666667,fri_c0_250_5,fri_c1_1000_25,579,620
,,,,,,
227,5,0.555555556,fri_c0_250_5,fri_c0_100_10,579,621
,,,,,,
228,4,0.333333333,fri_c0_250_5,fri_c2_1000_50,579,622
,,,,,,
229,3,0.272727273,fri_c0_250_5,fri_c4_1000_10,579,623
,,,,,,
230,5,0.454545455,fri_c0_250_5,fri_c4_100_25,579,625
,,,,,,
231,4,0.4,fri_c0_250_5,fri_c2_500_50,579,626
,,,,,,
232,3,0.272727273,fri_c0_250_5,fri_c2_500_10,579,627
,,,,,,
233,4,0.363636364,fri_c0_250_5,fri_c3_1000_5,579,628
,,,,,,
234,5,0.454545455,fri_c0_250_5,fri_c1_100_25,579,629
,,,,,,
235,4,0.363636364,fri_c0_250_5,fri_c2_100_50,579,630
,,,,,,
236,4,0.4,fri_c0_250_5,fri_c1_500_5,579,631
,,,,,,
237,7,0.636363636,fri_c0_250_5,fri_c3_250_50,579,632
,,,,,,
238,8,0.727272727,fri_c0_250_5,fri_c0_500_25,579,633
,,,,,,
239,3,0.3,fri_c0_250_5,fri_c2_100_10,579,634
,,,,,,
240,9,0.818181818,fri_c0_250_5,fri_c0_250_10,579,635
,,,,,,
241,4,0.363636364,fri_c0_250_5,fri_c1_100_50,579,636
,,,,,,
242,4,0.4,fri_c0_250_5,fri_c1_500_50,579,637
,,,,,,
243,7,0.636363636,fri_c0_250_5,fri_c2_250_50,579,638
,,,,,,
244,5,0.454545455,fri_c0_250_5,fri_c3_100_25,579,639
,,,,,,
245,3,0.3,fri_c0_250_5,fri_c4_100_10,579,640
,,,,,,
246,3,0.272727273,fri_c0_250_5,fri_c1_500_10,579,641
,,,,,,
247,4,0.363636364,fri_c0_250_5,fri_c4_100_50,579,642
,,,,,,
248,5,0.454545455,fri_c0_250_5,fri_c2_500_25,579,643
,,,,,,
249,7,0.7,fri_c0_250_5,fri_c4_250_25,579,644
,,,,,,
250,4,0.4,fri_c0_250_5,fri_c3_500_50,579,645
,,,,,,
251,3,0.272727273,fri_c0_250_5,fri_c3_500_10,579,646
,,,,,,
252,6,0.545454545,fri_c0_250_5,fri_c1_250_10,579,647
,,,,,,
253,7,0.636363636,fri_c0_250_5,fri_c1_250_50,579,648
,,,,,,
254,6,0.666666667,fri_c0_250_5,fri_c0_500_5,579,649
,,,,,,
255,6,0.666666667,fri_c0_250_5,fri_c0_500_50,579,650
,,,,,,
256,7,0.636363636,fri_c0_250_5,fri_c0_100_25,579,651
,,,,,,
257,9,1,fri_c0_250_5,fri_c0_250_25,579,653
,,,,,,
258,6,0.545454545,fri_c0_250_5,fri_c0_500_10,579,654
,,,,,,
259,5,0.454545455,fri_c0_250_5,fri_c2_100_25,579,655
,,,,,,
260,6,0.545454545,fri_c0_250_5,fri_c2_250_10,579,657
,,,,,,
261,7,0.7,fri_c0_250_5,fri_c3_250_25,579,658
,,,,,,
262,8,0.727272727,fri_c3_500_25,fri_c1_500_25,581,582
,,,,,,
263,5,0.416666667,fri_c3_500_25,fri_c1_1000_50,581,583
,,,,,,
264,8,0.727272727,fri_c3_500_25,fri_c4_500_25,581,584
,,,,,,
265,6,0.6,fri_c3_500_25,fri_c3_100_10,581,585
,,,,,,
266,8,0.666666667,fri_c3_500_25,fri_c3_1000_25,581,586
,,,,,,
267,7,0.636363636,fri_c3_500_25,fri_c3_100_50,581,587
,,,,,,
268,4,0.363636364,fri_c3_500_25,fri_c4_1000_100,581,588
,,,,,,
269,6,0.5,fri_c3_500_25,fri_c2_1000_25,581,589
,,,,,,
270,5,0.416666667,fri_c3_500_25,fri_c0_1000_50,581,590
,,,,,,
271,4,0.4,fri_c3_500_25,fri_c1_100_10,581,591
,,,,,,
272,6,0.5,fri_c3_500_25,fri_c4_1000_25,581,592
,,,,,,
273,4,0.363636364,fri_c3_500_25,fri_c1_1000_10,581,593
,,,,,,
274,4,0.4,fri_c3_500_25,fri_c0_1000_10,581,595
,,,,,,
275,4,0.4,fri_c3_500_25,fri_c2_250_5,581,596
,,,,,,
276,6,0.6,fri_c3_500_25,fri_c2_500_5,581,597
,,,,,,
277,6,0.5,fri_c3_500_25,fri_c0_1000_25,581,598
,,,,,,
278,4,0.363636364,fri_c3_500_25,fri_c2_1000_5,581,599
,,,,,,
279,5,0.454545455,fri_c3_500_25,fri_c0_100_50,581,600
,,,,,,
280,4,0.4,fri_c3_500_25,fri_c1_250_5,581,601
,,,,,,
281,6,0.545454545,fri_c3_500_25,fri_c3_250_10,581,602
,,,,,,
282,6,0.545454545,fri_c3_500_25,fri_c0_250_50,581,603
,,,,,,
283,6,0.545454545,fri_c3_500_25,fri_c4_500_10,581,604
,,,,,,
284,5,0.5,fri_c3_500_25,fri_c2_250_25,581,605
,,,,,,
285,4,0.363636364,fri_c3_500_25,fri_c2_1000_10,581,606
,,,,,,
286,5,0.416666667,fri_c3_500_25,fri_c4_1000_50,581,607
,,,,,,
287,6,0.545454545,fri_c3_500_25,fri_c3_1000_10,581,608
,,,,,,
288,4,0.363636364,fri_c3_500_25,fri_c0_1000_5,581,609
,,,,,,
289,4,0.363636364,fri_c3_500_25,fri_c1_1000_5,581,612
,,,,,,
290,6,0.6,fri_c3_500_25,fri_c3_250_5,581,613
,,,,,,
291,5,0.5,fri_c3_500_25,fri_c1_250_25,581,614
,,,,,,
292,4,0.363636364,fri_c3_500_25,fri_c4_250_10,581,615
,,,,,,
293,6,0.6,fri_c3_500_25,fri_c4_500_50,581,616
,,,,,,
294,9,0.9,fri_c3_500_25,fri_c3_500_5,581,617
,,,,,,
295,7,0.583333333,fri_c3_500_25,fri_c3_1000_50,581,618
,,,,,,
296,5,0.454545455,fri_c3_500_25,fri_c4_250_50,581,619
,,,,,,
297,6,0.5,fri_c3_500_25,fri_c1_1000_25,581,620
,,,,,,
298,4,0.444444444,fri_c3_500_25,fri_c0_100_10,581,621
,,,,,,
299,5,0.416666667,fri_c3_500_25,fri_c2_1000_50,581,622
,,,,,,
300,4,0.363636364,fri_c3_500_25,fri_c4_1000_10,581,623
,,,,,,
301,6,0.545454545,fri_c3_500_25,fri_c4_100_25,581,625
,,,,,,
302,6,0.6,fri_c3_500_25,fri_c2_500_50,581,626
,,,,,,
303,6,0.545454545,fri_c3_500_25,fri_c2_500_10,581,627
,,,,,,
304,6,0.545454545,fri_c3_500_25,fri_c3_1000_5,581,628
,,,,,,
305,6,0.545454545,fri_c3_500_25,fri_c1_100_25,581,629
,,,,,,
306,5,0.454545455,fri_c3_500_25,fri_c2_100_50,581,630
,,,,,,
307,6,0.6,fri_c3_500_25,fri_c1_500_5,581,631
,,,,,,
308,7,0.636363636,fri_c3_500_25,fri_c3_250_50,581,632
,,,,,,
309,8,0.727272727,fri_c3_500_25,fri_c0_500_25,581,633
,,,,,,
310,4,0.4,fri_c3_500_25,fri_c2_100_10,581,634
,,,,,,
311,5,0.454545455,fri_c3_500_25,fri_c0_250_10,581,635
,,,,,,
312,5,0.454545455,fri_c3_500_25,fri_c1_100_50,581,636
,,,,,,
313,6,0.6,fri_c3_500_25,fri_c1_500_50,581,637
,,,,,,
314,5,0.454545455,fri_c3_500_25,fri_c2_250_50,581,638
,,,,,,
315,8,0.727272727,fri_c3_500_25,fri_c3_100_25,581,639
,,,,,,
316,4,0.4,fri_c3_500_25,fri_c4_100_10,581,640
,,,,,,
317,6,0.545454545,fri_c3_500_25,fri_c1_500_10,581,641
,,,,,,
318,5,0.454545455,fri_c3_500_25,fri_c4_100_50,581,642
,,,,,,
319,8,0.727272727,fri_c3_500_25,fri_c2_500_25,581,643
,,,,,,
320,5,0.5,fri_c3_500_25,fri_c4_250_25,581,644
,,,,,,
321,9,0.9,fri_c3_500_25,fri_c3_500_50,581,645
,,,,,,
322,9,0.818181818,fri_c3_500_25,fri_c3_500_10,581,646
,,,,,,
323,4,0.363636364,fri_c3_500_25,fri_c1_250_10,581,647
,,,,,,
324,5,0.454545455,fri_c3_500_25,fri_c1_250_50,581,648
,,,,,,
325,6,0.666666667,fri_c3_500_25,fri_c0_500_5,581,649
,,,,,,
326,6,0.666666667,fri_c3_500_25,fri_c0_500_50,581,650
,,,,,,
327,6,0.545454545,fri_c3_500_25,fri_c0_100_25,581,651
,,,,,,
328,5,0.555555556,fri_c3_500_25,fri_c0_250_25,581,653
,,,,,,
329,6,0.545454545,fri_c3_500_25,fri_c0_500_10,581,654
,,,,,,
330,6,0.545454545,fri_c3_500_25,fri_c2_100_25,581,655
,,,,,,
331,4,0.363636364,fri_c3_500_25,fri_c2_250_10,581,657
,,,,,,
332,7,0.7,fri_c3_500_25,fri_c3_250_25,581,658
,,,,,,
333,7,0.583333333,fri_c1_500_25,fri_c1_1000_50,582,583
,,,,,,
334,8,0.727272727,fri_c1_500_25,fri_c4_500_25,582,584
,,,,,,
335,4,0.4,fri_c1_500_25,fri_c3_100_10,582,585
,,,,,,
336,6,0.5,fri_c1_500_25,fri_c3_1000_25,582,586
,,,,,,
337,5,0.454545455,fri_c1_500_25,fri_c3_100_50,582,587
,,,,,,
338,4,0.363636364,fri_c1_500_25,fri_c4_1000_100,582,588
,,,,,,
339,6,0.5,fri_c1_500_25,fri_c2_1000_25,582,589
,,,,,,
340,5,0.416666667,fri_c1_500_25,fri_c0_1000_50,582,590
,,,,,,
341,6,0.6,fri_c1_500_25,fri_c1_100_10,582,591
,,,,,,
342,6,0.5,fri_c1_500_25,fri_c4_1000_25,582,592
,,,,,,
343,6,0.545454545,fri_c1_500_25,fri_c1_1000_10,582,593
,,,,,,
344,4,0.4,fri_c1_500_25,fri_c0_1000_10,582,595
,,,,,,
345,4,0.4,fri_c1_500_25,fri_c2_250_5,582,596
,,,,,,
346,6,0.6,fri_c1_500_25,fri_c2_500_5,582,597
,,,,,,
