,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda
372,0.00757281615208889,0.032888314084047764,0.9405648169046571,0.9661684809208738,0.00702413929560744,,,0.0,0.05773446650146328,0.11688433552336534,4.176572306202988,,,,,,,55.412907454139294,0.021739130434782605,0.04577991078920008,,,,,,142.3661971830986,,,5.041765291920848,0.8947533769182002,,,,,,,,,,,,,,0.07537183118679693,0.2103880176219614,71.0,49.0,0.0,46.0,0.002012072434607646,,10108.0,1.0,71.0,45.0,11.478996491058032,,,,,,,,,,,0.389743381875902,0.1739612962777302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,0.009702599562542666,0.006201367905956623,4.370447659357498,0.06868803044878875,0.0014054813773717498,0.6592568871682929,0.2558563654116888,0.0,0.02630963764253103,0.016532999391483425,3.132069248447984,0.23241366422504942,0.16111184651355703,0.20548569678542275,0.642189196982255,19.997354607914378,67.2461200779009,8.30951166199962,0.1111111111111111,0.02759953598668882,,,20.782354408545824,,,711.5,2.1491228555595234,5.001086028288543,7.1255911177170805,0.20085229331874493,-0.03836411961560685,1.1332203111547856,785.0,11.954140127388534,3.070670389101138,0.0012738853503184713,0.0054248406157407615,2715927.0673212525,16642728.069674056,0.1111111111111111,0.05017223682594486,14.71553319301711,1.5921395779059266,3.707671407591394,8.958254635334015,23.972517218629132,2.053272292445218,5.769328408901299,1.8363657838531904,5.130139737137373,-0.5036832136767251,0.7321640829312251,0.37692579008840044,0.22074584647180154,784.0,56.0,0.07870695713281799,34.08695652173913,34.476491389032375,56.0,9.876156212740943,14.0,0.0,0.0,9.0,0.06593406593406594,8.0,9961.0,0.0,14.0,12.0,10.594981755778761,,3.935194504282375,9.46193784901074,23.420838160086973,5.511944563574688,1.7055517441186883,4.289865247880736,,0.10980362187941564,0.5231775961447234,0.0032613337559988516,0.009447680034686944,1.846284427472632,5.119487773461197,10.962396430847674,3.364996644384946,0.046697616891927834,0.07085001511164249,0.010184895157054731,0.016925735786100585,19.997354607914385,67.19925054677731,0.07142857142857142,0.04391990511855841,0.0011636274012382045
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,0.051552362157003616,0.050497983550746736,2.9999989313053406,5.803663949711227e-06,0.1,0.6769927129176929,0.3651058464615308,0.0,0.15810065255820838,0.06774298132442808,2.584962500721156,0.45564968734030853,0.2730157861811934,55.66409378726312,56.50556467740642,109.32034159012936,618.8679822177444,3.0699667795830714,0.16666666666666666,0.0,,,100.04228304118178,,,10.0,15.669395589828492,7.760117665829959,4.742944991356015,0.345708363230055,-0.5708726824338207,0.5960082033259492,34.0,6.5588235294117645,2.0477804165928304,0.029411764705882353,0.05235350308247703,862.9587301587301,900.5578375222084,0.16666666666666666,0.0824928783057358,32.299255693907895,11.591077849555015,5.72715261532237,52.82163988749186,6.449145452949092,30.09216546668769,0.7487886494277859,30.03497495651245,0.795211257689642,7.978913925712307,7.529777973011932,0.8420164406704808,0.34570820969120963,33.0,0.55,0.055,3.3,1.8885620632287057,1.434782608695652,0.7277666307098063,60.0,0.0,0.0,6.0,0.43333333333333335,5.0,600.0,7.0,60.0,26.0,2.5628745311867087,,2.824804783199853,44.84272596177956,13.220858204932355,17.334845521817364,9.751691243943352,3.8034140960495404,1.4742078726248162,0.033834864599020395,0.28970936156218435,3.5879448952356275e-06,4.029997436180879e-06,30.07654410344583,0.5950707772806061,5.6716417910447765,2.311945656417349,0.09833930636078073,0.13045335820536877,0.1083984375,0.11781638585558148,109.32034159012932,74.99067938800782,0.016666666666666666,0.055634995978641855,0.0007848788568216609
378,0.17262669400200192,0.2169821655866287,1.0676824119295707,1.1915458311839349,0.0067842605156037995,,,0.0,0.21592681143702908,0.21138306126520412,1.7577536209176452,,,,,,,20.422553597684438,0.14285714285714288,0.22804054618347858,,,,,,147.4,,,2.739366795104246,1.129859776506883,,,,,,,,,,,,,,0.0860692377429698,0.133766385273182,60.0,2.0,0.0,7.0,0.03672316384180791,,8844.0,20.0,60.0,25.0,11.404924685379587,,,,,,,,,,,0.1551954253311971,0.17127128950691842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,0.26465918570645436,0.23460619735697624,1.0519835333591558,1.1659533071412085,0.008016032064128256,,,0.0,0.21353573841714196,0.2084882633401812,1.7623061840967271,,,,,,,19.61001095767031,0.14285714285714288,0.22291167710407261,,,,,,124.75,,,2.7244220377334796,1.1076180414502048,,,,,,,,,,,,,,0.08986767972240294,0.14001780060760632,60.0,3.0,0.0,7.0,0.04971751412429379,,7485.0,18.0,60.0,24.0,10.705916260536423,,,,,,,,,,,0.1578764257424993,0.17499794958635584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
