,0
678,1444
679,42401
680,1446
681,1447
682,1448
683,45063
684,45064
685,1451
686,1452
687,1453
688,40994
689,1455
690,1456
691,41808
692,45065
693,1459
694,1460
695,1461
696,1462
697,1463
698,1464
699,1465
700,1466
701,1467
702,1468
703,40997
704,41810
705,1471
706,1472
707,1473
708,45069
709,40998
710,1475
711,1476
712,1477
713,1478
714,1479
715,1480
716,1481
717,41000
718,1482
719,1483
720,1484
721,1485
722,41001
723,1486
724,1487
725,1488
726,1489
727,1490
728,1491
729,1492
730,1493
731,1494
732,1495
733,1496
734,1497
735,1498
736,1499
737,41004
738,1500
739,1501
740,1502
741,1503
742,41005
743,1504
744,1506
745,1507
746,1508
747,1509
748,1510
749,1511
750,1512
751,1513
752,1514
753,1515
754,1516
755,1517
756,1518
757,1519
758,1520
759,41007
760,1523
761,1524
762,1525
763,1526
764,1527
765,1528
766,1529
767,1530
768,1531
769,1532
770,1533
771,1534
772,1535
773,1536
774,1537
775,1538
776,1539
777,1540
778,1541
779,1542
780,1543
781,1544
782,1545
783,1546
784,1547
785,1548
786,1549
787,1551
788,1552
789,1553
790,1554
791,1555
792,1556
793,1557
794,1558
795,1559
796,1560
797,1563
798,1564
799,1565
800,1566
801,41831
802,1568
803,41830
804,41832
805,1575
806,41833
807,41834
808,42544
809,42547
810,41835
811,1590
812,41836
813,1597
814,41837
815,1600
816,41838
817,41839
818,41840
819,42575
820,41841
821,41842
822,42585
823,41843
824,41844
825,41845
826,41846
827,41847
828,41848
829,41849
830,41850
831,41851
832,41852
833,41853
834,41854
835,41855
836,41856
837,41857
838,41858
839,41859
840,41860
841,41861
842,42680
843,41862
844,41863
845,42689
846,41864
847,41865
848,42702
849,42703
850,41866
851,41867
852,41868
853,41869
854,41870
855,41871
856,42733
857,42734
858,41872
859,41873
860,41874
861,41875
862,41876
863,41877
864,41878
865,41879
866,41880
867,41881
868,41882
869,41883
870,41884
871,41885
872,41886
873,41887
874,42813
875,41888
876,41889
877,41890
878,41891
879,41892
880,41893
881,41894
882,41895
883,41896
884,42855
885,41897
886,41898
887,41906
888,41919
889,43051
890,41939
891,41945
892,41946
893,43147
894,43148
895,43149
896,43160
897,6332
898,41964
899,41966
900,41967
901,41972
902,41973
903,41976
904,41977
905,41978
906,41981
907,23380
908,23381
909,23395
910,43890
911,43891
912,43892
913,43896
914,43897
915,43903
916,43904
917,43905
918,23499
919,23512
920,23517
921,44073
922,44074
923,44075
924,44076
925,44078
926,44079
927,44080
928,44082
929,44083
930,44084
931,44085
932,44086
933,44087
934,44088
935,44089
936,44090
937,44091
938,44093
939,44094
940,44095
941,44096
942,41806
943,44120
944,44122
945,44123
946,44124
947,44125
948,44126
949,44127
950,44128
951,44130
952,44131
953,41807
954,44154
955,44155
956,44156
957,44157
958,44158
959,44160
960,44161
961,44162
962,44185
963,44186
964,41809
965,45066
966,45067
967,41811
968,44237
969,44238
970,44239
971,44240
972,44241
973,44242
974,44243
975,44244
976,44245
977,44246
978,44247
979,44248
980,44249
981,44250
982,44251
983,44252
984,45068
985,41812
986,44271
987,44272
988,44273
989,44274
990,44275
991,44276
992,44277
993,44278
994,44279
995,44280
996,44281
997,44282
998,44283
999,44284
1000,44285
1001,44286
1002,44287
1003,44288
1004,44289
1005,44290
1006,44291
1007,44292
1008,44293
1009,44294
1010,44295
1011,44296
1012,44297
1013,44298
1014,44299
1015,44300
1016,44301
1017,44302
1018,44303
1019,44304
1020,44305
1021,44306
1022,44307
1023,44308
1024,44309
1025,44310
1026,45070
1027,44312
1028,44313
1029,44314
1030,44315
1031,44316
1032,44317
1033,44318
1034,44319
1035,44320
1036,44321
1037,44322
1038,44323
1039,44324
1040,44325
1041,44326
1042,44327
1043,44328
1044,44329
1045,44330
1046,44331
1047,44332
1048,44333
1049,44334
1050,44335
1051,44336
1052,44337
1053,44338
1054,41815
1055,44340
1056,44341
1057,44342
1058,44343
1059,44344
1060,45073
1061,41817
1062,41003
1063,45074
1064,41818
1065,45075
1066,41819
1067,45076
1068,41820
1069,41006
1070,45077
1071,41821
1072,45078
1073,45079
1074,41823
1075,41824
1076,40474
1077,40475
1078,40476
1079,40477
1080,40478
1081,41825
1082,40496
1083,40497
1084,40498
1085,40499
1086,42477
1087,41826
1088,40536
1089,41710
1090,41827
1091,41828
1092,40590
1093,41829
1094,749
1095,750
1096,751
1097,40645
1098,40646
1099,40647
1100,752
1101,40648
1102,40649
1103,40650
1104,753
1105,40660
1106,40663
1107,40664
1108,40665
1109,41711
1110,40666
1111,40668
1112,40669
1113,40670
1114,40671
1115,40672
1116,40677
1117,40678
1118,40680
1119,40681
1120,40682
1121,40683
1122,40685
1123,40686
1124,40687
1125,40690
1126,40691
1127,40693
1128,40700
1129,40701
1130,40702
1131,40704
1132,40705
1133,40706
1134,40707
1135,40708
1136,40709
1137,40710
1138,40711
1139,40713
1140,40714
1141,771
1142,41712
1143,40864
1144,40900
1145,40910
1146,41713
1147,40916
1148,40922
1149,45019
1150,45020
1151,45021
1152,45022
1153,45026
1154,45028
1155,45035
1156,45036
1157,45037
1158,45038
1159,45039
1160,40945
1161,45049
