,0
697,3221
698,3222
699,3224
700,3225
701,3226
702,3227
703,3229
704,3231
705,3086
706,3232
707,3233
708,3234
709,3236
710,3237
711,3239
712,3241
713,3088
714,3242
715,44212
716,3246
717,44214
718,3247
719,3248
720,3249
721,3253
722,3090
723,3260
724,44220
725,44221
726,3254
727,3255
728,3265
729,3257
730,3258
731,3259
732,3092
733,3270
734,3262
735,3264
736,3093
737,3275
738,3267
739,3268
740,3269
741,3094
742,3280
743,3272
744,3273
745,3274
746,3285
747,3277
748,3278
749,3279
750,3096
751,3281
752,3282
753,3283
754,3284
755,3097
756,3295
757,3287
758,3288
759,3290
760,3300
761,3292
762,3293
763,3294
764,3296
765,3297
766,3298
767,3299
768,3100
769,3301
770,3302
771,3303
772,3304
773,3305
774,3306
775,3307
776,3308
777,3309
778,3311
779,3312
780,3315
781,3316
782,3317
783,3318
784,3319
785,3321
786,3322
787,3323
788,3324
789,3326
790,3327
791,3328
792,3329
793,3330
794,3331
795,3333
796,3334
797,3335
798,3336
799,3337
800,3338
801,3339
802,3341
803,3342
804,3343
805,3344
806,3345
807,3346
808,3348
809,3349
810,3350
811,3351
812,3352
813,3353
814,3354
815,3355
816,3357
817,3358
818,3359
819,3360
820,3361
821,3362
822,3363
823,3364
824,3365
825,3366
826,3367
827,3368
828,3370
829,3372
830,3373
831,3374
832,3375
833,3376
834,3377
835,3378
836,3379
837,3380
838,3381
839,3382
840,3383
841,3385
842,3386
843,3387
844,3388
845,3389
846,3390
847,3391
848,3392
849,3393
850,3394
851,3396
852,3397
853,3398
854,3399
855,3400
856,3401
857,3402
858,3403
859,3404
860,3405
861,3406
862,3407
863,3409
864,3410
865,3411
866,3412
867,3413
868,3414
869,3415
870,3416
871,3417
872,3419
873,3420
874,3421
875,3422
876,3423
877,3424
878,3425
879,3426
880,3427
881,3428
882,3429
883,3430
884,3431
885,3432
886,3433
887,3434
888,3436
889,3437
890,3438
891,3439
892,3440
893,3441
894,3443
895,3444
896,3445
897,3447
898,3448
899,3449
900,3450
901,3452
902,3454
903,3455
904,3456
905,3457
906,3458
907,3459
908,3460
909,3461
910,3462
911,3463
912,3464
913,3465
914,3466
915,3467
916,3468
917,3469
918,3470
919,3471
920,3472
921,3474
922,3475
923,3476
924,3477
925,3478
926,3479
927,3480
928,3482
929,3483
930,3484
931,3485
932,3486
933,3487
934,3488
935,3489
936,3490
937,3491
938,3492
939,3493
940,3495
941,3496
942,3497
943,3498
944,3500
945,3501
946,3502
947,3503
948,3504
949,3505
950,3506
951,3507
952,3508
953,3510
954,3511
955,3512
956,3513
957,3515
958,3516
959,3517
960,3518
961,3519
962,3520
963,3522
964,3523
965,3524
966,3525
967,3526
968,3527
969,3528
970,3529
971,3530
972,3531
973,3532
974,3533
975,3534
976,3535
977,3538
978,3539
979,3540
980,3541
981,3542
982,3544
983,3545
984,3546
985,3547
986,3548
987,3551
988,3552
989,3553
990,3554
991,3555
992,3556
993,3560
994,3561
995,3562
996,3563
997,3564
998,3565
999,3566
1000,3567
1001,3568
1002,3569
1003,3570
1004,3571
1005,3572
1006,3573
1007,3574
1008,3575
1009,3576
1010,3577
1011,3578
1012,3580
1013,3581
1014,3583
1015,3584
1016,3585
1017,3587
1018,3588
1019,3589
1020,3590
1021,3591
1022,3592
1023,3593
1024,3594
1025,3596
1026,3597
1027,3598
1028,3599
1029,3600
1030,3601
1031,3602
1032,3603
1033,3604
1034,3605
1035,3606
1036,3607
1037,3608
1038,3609
1039,3610
1040,3611
1041,3612
1042,3613
1043,3614
1044,3615
1045,3616
1046,3617
1047,3618
1048,3619
1049,3621
1050,3622
1051,3623
1052,3624
1053,3626
1054,3628
1055,3629
1056,3630
1057,3631
1058,3632
1059,3633
1060,3165
1061,3635
1062,3636
1063,3637
1064,40505
1065,3166
1066,3638
1067,3639
1068,3640
1069,3167
1070,3641
1071,3644
1072,3645
1073,3653
1074,3646
1075,3647
1076,3169
1077,3658
1078,3650
1079,3651
1080,3652
1081,3663
1082,3655
1083,3656
1084,3657
1085,3171
1086,3668
1087,3660
1088,3661
1089,3662
1090,3172
1091,3673
1092,3665
1093,3666
1094,3667
1095,3173
1096,3678
1097,3671
1098,3672
1099,3683
1100,3676
1101,3677
1102,3175
1103,3688
1104,3680
1105,3681
1106,3682
1107,3176
1108,3693
1109,3685
1110,3686
1111,3687
1112,3177
1113,3698
1114,3690
1115,3691
1116,3692
1117,3178
1118,3694
1119,3695
1120,3696
1121,3697
1122,3179
1123,3699
1124,3700
1125,3701
1126,3702
1127,3703
1128,3704
1129,3705
1130,3706
1131,3707
1132,3708
1133,3709
1134,3710
1135,3711
1136,3712
1137,3713
1138,3714
1139,3715
1140,3716
1141,3717
1142,3718
1143,3719
1144,3720
1145,3721
1146,3722
1147,40596
1148,3724
1149,3725
1150,3726
1151,3727
1152,3729
1153,3730
1154,3731
1155,3732
1156,3733
1157,3734
1158,3735
1159,3737
1160,3739
1161,3740
1162,3741
1163,3742
1164,3743
1165,3744
1166,3745
1167,3746
1168,3747
1169,3748
1170,3749
1171,3751
1172,3752
1173,3753
1174,3754
1175,3755
1176,3756
1177,3757
1178,3758
1179,3759
1180,3760
1181,3761
1182,3763
1183,3764
1184,3765
1185,3766
1186,3767
1187,3768
1188,3769
1189,3771
1190,3772
1191,3773
1192,3775
1193,3776
1194,3777
1195,3778
1196,3779
1197,3780
1198,3782
1199,3783
1200,3784
1201,3785
1202,3786
1203,3787
1204,3788
1205,3789
1206,3790
1207,3791
1208,3792
1209,3793
1210,3794
1211,3795
1212,3797
1213,3798
1214,3799
1215,3800
1216,3801
1217,3802
1218,3803
1219,3804
1220,3805
1221,3807
1222,3809
1223,3810
1224,3811
1225,3812
1226,3813
1227,3814
1228,3817
1229,3818
1230,3819
1231,40691
1232,3820
1233,3821
1234,3822
1235,3823
1236,3824
1237,3825
1238,3826
1239,3827
1240,3828
1241,3829
1242,3830
1243,3831
1244,3832
1245,3834
1246,3835
1247,3836
1248,3837
1249,3838
1250,3839
1251,3840
1252,3841
1253,3842
1254,3843
1255,3845
1256,3847
1257,3848
1258,3849
1259,3850
1260,3851
1261,3852
1262,3854
1263,3855
1264,3856
1265,3857
1266,3858
1267,3859
1268,3861
1269,3862
1270,3863
1271,3864
1272,3865
1273,3866
1274,3867
1275,3868
1276,3869
1277,3870
1278,3871
1279,3872
1280,3873
1281,3874
1282,3875
1283,3876
1284,3877
1285,3878
1286,3879
1287,3880
1288,3881
1289,3882
1290,3884
1291,3885
1292,3886
1293,3887
1294,3888
1295,3889
1296,3890
1297,3892
1298,3893
1299,3894
1300,3895
1301,3896
1302,3897
1303,3898
1304,3899
1305,3900
1306,3901
1307,3902
1308,3904
1309,3905
1310,3907
1311,3908
1312,3909
1313,3910
1314,3911
1315,3912
1316,3913
1317,3914
1318,3915
1319,3916
1320,3917
1321,3918
1322,3919
1323,3920
1324,3921
1325,3922
1326,3923
1327,3924
1328,3925
1329,3926
1330,3927
1331,3928
1332,3929
1333,3930
1334,3931
1335,3932
1336,3933
1337,3934
1338,3935
1339,3936
1340,3937
1341,3938
1342,3939
1343,3940
1344,3941
1345,3942
1346,3943
1347,3944
1348,3945
1349,3947
1350,3949
1351,3950
1352,3951
1353,3952
1354,3953
1355,3954
1356,3955
1357,3956
1358,3230
1359,3957
1360,3958
1361,3959
1362,3960
1363,3961
1364,3962
1365,3963
1366,3964
1367,3965
1368,3966
1369,3967
1370,3968
1371,3969
1372,3970
1373,3971
1374,3972
1375,3973
1376,3974
1377,3976
1378,3977
1379,3978
1380,3979
1381,3980
1382,3981
1383,3235
1384,3982
1385,3983
1386,3984
1387,3985
1388,3986
1389,44956
1390,44957
1391,44958
1392,44959
1393,44960
1394,44961
1395,44962
1396,44963
1397,44964
1398,44965
1399,44966
1400,44967
1401,44968
1402,44969
1403,44970
1404,44971
1405,44972
1406,44973
1407,44974
1408,44975
1409,44976
1410,44977
1411,44978
1412,44979
1413,44980
1414,44981
1415,4020
1416,44983
1417,44984
1418,44985
1419,4017
1420,44987
1421,44988
1422,44989
1423,4030
1424,44990
1425,44992
1426,44993
1427,44994
1428,3243
1429,4027
1430,4028
1431,4029
1432,3245
1433,4031
1434,4032
1435,4033
1436,4034
1437,4037
1438,4038
1439,4039
1440,4040
1441,4041
1442,4042
1443,40916
1444,45012
1445,4045
1446,4055
1447,4047
1448,4048
1449,4049
1450,4050
1451,4060
1452,4052
1453,4053
1454,4054
1455,4064
1456,4057
1457,3256
1458,4059
1459,3251
1460,4061
1461,4062
1462,45032
1463,45033
1464,4074
1465,41515
1466,4065
1467,4066
1468,41516
1469,4080
1470,45041
1471,45042
1472,45043
1473,4068
1474,4085
1475,4067
1476,4087
1477,4088
1478,4089
1479,4090
1480,4091
1481,4092
1482,4093
1483,4094
