,nr_cat,nr_num,num_to_cat_ratio,cor_mean,cor_sd,cov_mean,cov_sd,iqr_mean,iqr_sd,kurtosis_mean,kurtosis_sd,max_mean,max_sd,mean_mean,mean_sd,median_mean,median_sd,min_mean,min_sd,missing_mean,missing_sd,best_node_mean,nr_bin,outliers,sd_mean,sd_sd,nr_feat,nr_inst,attr_to_inst_ratio,skewness_mean,skewness_sd,variance_mean,variance_sd,attr_conc_mean,attr_conc_sd,attr_entropy_mean,attr_entropy_sd,kurtosis_target,bayesian_ridge_mean,skewness_target,linear_regr_mean,target_corr_mean,target_corr_sd,random_node_mean,worst_node_mean,sd_target
207,0,15,0.0,0.13058779506847595,0.5062499882655994,1756.41953754352,21899.012131503827,108.38100004990896,241.39571255168377,0.9540918866793314,1.6149815308720923,797.7873333930969,1840.045316910348,558.4927951296171,1356.8673365335976,554.2893330256144,1365.961974908422,412.80066701571144,1062.2280388468746,0.0,0.0,0.6739521342576473,0,12,72.24234500726064,157.9698717243058,15,159,0.09433962264150944,0.6273958464463552,0.7943095383974924,30173.43799458146,76311.89799165353,,,,,2.4811958332944064,0.8291391248730025,1.5765463970758375,0.7514685017810578,0.2958793714949298,0.52346335444988,-0.032665366891641054,0.3764589284615725,5859.343216339359
213,9,1,0.1111111111111111,0.11373707324014687,0.3123803403555031,1.3596226893321495,12.515422314143706,16.0,0.0,-0.07477391064167023,2.8156050702315247,11.2,26.29752840097335,6.88781923353672,17.858017972917146,6.7,17.77667010438119,2.0,6.0,0.0010256410256410256,0.0020512820512820513,-0.5857684352256326,3,1,1.8384964972734452,3.1480862455876633,10,195,0.05128205128205128,0.3066946890205145,0.8887135440442209,13.290515580773354,37.51663943030085,0.023610885201702844,0.022946583083311982,1.4164902622479174,0.5281350595190976,0.33374127940926934,-0.5795584899662989,1.051579050359629,-0.6045345148326504,0.02309117268042148,0.2516285163757492,-0.5857684352256326,-0.5857684352256326,417.6427905357903
215,0,10,0.0,0.10031773971832754,0.29992865929344903,0.07020521182060063,0.21237202751489065,2.0,0.0,-1.5503087043762207,0.14989553690136748,1.0,0.0,0.0020064756492502054,0.0037144097327620235,0.1,0.30000000000000004,-1.0,0.0,0.0,0.0,0.45452761246855466,1,0,0.8349424004554749,0.05502299107614028,10,40768,0.0002452904238618524,-0.00382094262749888,0.007042931023173334,0.7001563370227813,0.0999498141203012,,,,,-0.6069512914597985,0.7067384240854415,-0.007670921621568025,0.7067383568350547,0.18032421497439996,0.195001882479572,0.027894741506129618,-0.0009995194562721576,4.392556806763001
217,0,27,0.0,0.13443086386647632,0.31893467370173106,0.005154271493271594,0.013532667956824427,0.1539259254242535,0.15839190128009792,5.676906110511886,8.849691743232556,0.8666666437078405,0.16996731261716327,0.24370120714108148,0.10141871672369306,0.21088888965271138,0.1472433945628105,0.09629629773122293,0.01888525773916332,0.0,0.0,-0.26545592361543446,1,21,0.19020773580780737,0.060842565421029046,27,74,0.36486486486486486,1.9523980109779924,1.4836860479535992,0.03988080140617159,0.021416118515060558,,,,,3.5330943457039847,-0.9839645023579875,-0.6016119176099874,-8952030.308740359,0.1315293522679653,0.23902423360675187,-0.25244443664480376,-0.44763763331232276,0.12740277335396752
218,0,8,0.0,0.1560484474324568,0.33672763778442993,9726521.664256753,77201763.22012267,190.21149576060998,502.6128799377646,973.7404565215111,2485.1013166793186,352427.11180555075,932428.4855836119,367.9718480629381,970.5744466456985,64.22609109658515,166.98525056358778,0.16419723816215992,0.3250598048427232,0.0,0.0,0.24105284597097612,0,7,3118.929958182387,8251.323855616003,8,22784,0.00035112359550561797,11.488497429294512,24.07517629712055,77812064.09217945,205871370.30980125,,,,,20.322199157145583,0.009272841540189569,3.754872828870246,0.3737285208979714,0.17183909761973853,0.20395746704621515,0.24105284597097612,0.041690013319946886,52842.31587657862
223,0,9,0.0,0.20567022661077167,0.5413399947077308,10.85078870063344,45.27526771486344,11.472249984741211,6.267084194039556,-0.7783486615452502,0.4141436242608131,56.208333333333336,22.61613546416216,41.011834462483726,16.390947839950254,41.63022232055664,16.071351396064124,25.7048888736301,13.575126450074489,0.0,0.0,0.627317722559278,0,2,7.146450890435113,3.8363343299710735,9,950,0.009473684210526316,-0.018763716229134135,0.44546474398761865,65.78922123379178,64.55712925177218,,,,,-0.9573401624945705,0.8687282947759293,0.08087532126282597,0.868649080453544,-0.0015578179200615438,0.431844809612328,0.3651222037737513,0.438290533709103,6.53597693894332
224,8,1,0.125,0.16595604072155337,0.35013427666640773,1.4925534763774995,10.531433664814129,13.0,0.0,-0.3886387050151825,1.6173542832092207,11.444444444444445,22.64268884264171,6.403658916552861,15.758757034085898,6.111111111111111,15.88461480975604,3.2222222222222223,9.11382073529328,0.003496503496503497,0.008721812090382147,-0.25540738230665827,3,0,1.9859569999906752,2.909960624041194,9,286,0.03146853146853147,0.6601708090553681,0.767634841684229,12.411896035075188,29.334260984887504,0.05631383504780455,0.10262542256616812,1.35435660976357,0.6048958789169524,0.04978598191123762,-0.07399309681732302,0.0559335100004539,-0.08312904733584149,0.07593140686754504,0.09738920636899275,-0.25540738230665827,-0.25540738230665827,10.340094340985871
225,0,8,0.0,0.12577347035709377,0.33051473831809913,0.11548050077509858,0.3436338568482369,1.5576427169144154,0.5532328410752553,-1.194591999053955,0.006299329963835545,1.5632988661527634,0.5561994661366987,0.0026571600028546527,0.009871191995488296,0.006816500390414149,0.018150506564966598,-1.563333511352539,0.5562193522918752,0.0,0.0,0.2552415318132022,0,0,0.9016094990074635,0.3212542679856376,8,8192,0.0009765625,-0.005740308464737609,0.01330417240542416,0.9161039590835571,0.46014307357653045,,,,,-1.083039839354425,0.34392314199726914,-0.15004571724715185,0.3439030702448743,0.1036478704187476,0.19042986677524373,0.08579095188858721,-0.005404099695624753,5.621989466650631
227,0,12,0.0,0.18220124154191522,0.3655854572953805,1518460090.3020048,16031186650.3799,84099.93333332862,193591.56583547473,77.06930375595887,101.54666284970493,551006.306666851,958243.3407555585,135460.4365928173,364205.0331473525,121967.87500000496,353730.2877476741,163.0,410.0260154347933,0.0,0.0,0.7557350393324904,0,12,67245.74879163504,129424.68589916054,12,8192,0.00146484375,5.074304630359014,4.287972019800765,21272740142.636215,49975894554.46882,,,,,12.716688023401346,0.6991103839984925,-3.4161239456823633,0.6991943657157822,-0.1775836006611107,0.326580082983272,0.7515421270215711,0.04189014698097561,18.400781307642372
229,0,10,0.0,0.09871809668858203,0.30904304236564584,0.06952663316582917,0.22155351597161105,2.0,0.0,-1.5528291463851929,0.16576362067190556,1.0,0.0,-0.010999999754130841,0.0701712182930979,0.1,0.30000000000000004,-1.0,0.0,0.0,0.0,0.09463009723965675,1,0,0.8392019450664521,0.05685559567940191,10,200,0.05,0.020567170530557632,0.13245885593071396,0.7074924647808075,0.10227154310153759,,,,,-0.31952684127960795,0.5930231776573779,0.20709864801397995,0.5809279690797193,0.08641900431749447,0.29580436341808247,-0.2928371608938683,-0.20245633806170896,4.46350429152852
294,0,36,0.0,0.44045371765287455,0.41724271379341205,143.59887261839532,149.32388929082774,25.63888888888889,4.750162440367334,-0.15398936635918087,0.8340821541890743,134.08333333333334,19.371191381935073,83.47183757358127,10.645314801966352,83.5,11.658330355015107,36.5,9.239107701023466,0.0,0.0,0.5136024517231481,0,9,18.01307037141588,3.406203770571879,36,6435,0.005594405594405594,0.03985497396853235,0.557883655014979,336.072934044732,124.73269057505765,,,,,-1.2441378341563627,0.7012465120770052,0.35277513401793137,0.700009484236653,-0.34199445718467764,0.33456369355505877,0.3968420092098696,0.310672708350737,2.213880082581913
296,0,40,0.0,0.17930410231413213,0.402315956830764,42.58994162929922,1692.3665546973004,9.80180000124965,52.51769671584081,916.8636369265616,2055.457023506019,28.497474999437692,152.7470679891518,-0.8504005158495449,3.0685422088100065,-1.1077749992226018,4.134324258845091,-29.32430000170134,152.5198715234431,0.0,0.0,0.3614542335795045,0,39,7.591278371607859,40.68087843577283,40,13750,0.002909090909090909,-4.557907642610371,16.781108153620334,1712.5614796418226,10568.8137244391,,,,,2.59030593413274,0.8182204909919297,-1.3549201607055021,0.8171003163660021,-0.2618926464638761,0.33761248834437324,0.0004858000682215202,-0.0017487031768771422,0.00040778773040011604
299,0,90,0.0,0.1448927661702067,0.3693312692026341,0.004348134928106849,0.011985138642402953,0.2677816684047381,0.04193805595216522,-0.7081788144177861,0.19321127757662707,0.8938315523995294,0.04609584542109971,0.5117803037166595,0.024322863940211308,0.516271389524142,0.02970411828115132,0.08797552381228242,0.04776763048048551,0.0,0.0,-0.07169631860778891,0,10,0.1760302245616913,0.020130734215036254,90,360,0.25,-0.1873816022532992,0.17096415321280678,0.03139188639405701,0.007112550959437412,,,,,-1.210714285714286,0.12185047443246262,0.0,-2.447697526138257,0.05809691773370521,0.19212719554165544,0.0249223829612094,-0.04327541302958128,4.320493798938574
308,0,32,0.0,0.030592760233860573,0.1744355083668525,9.115494731850154,130.99441618221428,13.10655914247036,26.588288083851385,-1.1968485079705715,0.01428428813451694,13.771668776869774,26.342810631975887,0.6606090145069174,0.6862388923473038,0.6909033586125588,0.6971508457856265,-12.48134674411267,26.920641455077785,0.0,0.0,0.15285063669008142,0,0,7.586923584342003,15.39136738010077,32,8192,0.00390625,-0.0026872988755712868,0.012999817263861138,294.4555960148573,681.8542583938436,,,,,0.03913384546184595,0.20887688375538635,0.01594544723132243,0.20453153696479803,-0.01576570994981958,0.08198241729876166,-0.0058257150383949075,-0.005690447320255443,0.030257911720112825
344,3,7,2.3333333333333335,0.1454121976381514,0.32033147092032027,168.2446953925714,1360.5304661264322,47.18305089856897,69.9686985513171,-0.9711582362651825,0.3137175176124421,171.48790087103845,373.6590049573696,137.26216225564713,333.4699140184214,137.2763674834743,333.70022103622443,103.41590933799743,300.791600610244,0.0,0.0,0.4055075917094144,2,0,19.36497722864151,36.117510147454944,10,40768,0.0002452904238618524,0.3695711263513658,0.5312738227931858,1679.4769765734673,3996.587939985564,1.521395856597258e-05,1.3250520443026291e-05,1.001707660080627,0.22719911870433482,-0.4719455835107236,0.7065553065821624,-0.8348120740010865,0.7065554274984331,0.2476696429360124,0.24789914234454863,0.2061202120205375,0.04732706930713666,10.419985218889943
405,0,202,0.0,0.10467498139240008,0.33548504751929886,0.0015123514816793387,0.005520057117830875,0.11708296787811819,0.07161037732408489,80.18718188123243,275.8086897171483,1.0,0.0,0.2654178467968774,0.21130791951065286,0.24985121522879108,0.22216370682787834,0.0,0.0,0.0,0.0,0.1234819145727895,1,202,0.10965964307842574,0.04521162817798367,202,4450,0.045393258426966294,2.2459181219484603,7.084635837073702,0.014069328597362965,0.013572161232656864,,,,,-0.35425299384257114,0.4719509866387549,0.3097654034298895,-373.64317049869885,0.08407421876767508,0.14821893874089961,0.019978346085180176,0.002251901302361081,0.16937343408985145
407,0,1142,0.0,0.08423202747007301,0.3612220364707955,0.0035890959757271705,0.02449184921393498,0.17982706181638947,0.23793721149445388,5.377950703731743,9.951217811050688,0.7346760070052539,0.4415055738448497,0.28441513362365095,0.2781237904836714,0.26017445794344585,0.3213150618203321,0.0,0.0,0.0,0.0,-721.9064349039821,99,566,0.19158822124507507,0.13308275865864666,1142,30,38.06666666666667,0.6257585973934321,2.2383524277251934,0.05441706691054715,0.05092296523841547,,,,,9.184928684395407,-300.66896590232125,2.9716663997224155,-298.9482857614945,-0.016652435133735245,0.18256446229996084,-172.60741211707858,-447.65571212728054,0.2062758549433089
408,0,1142,0.0,0.2141837732408097,0.5760475244599482,0.0077178495166132614,0.021781023850476644,0.06177296711150434,0.10092297911478017,14.258329864917568,9.884430531872988,0.9019264448336253,0.29741407657238217,0.23441599058590817,0.281708498133841,0.20175156838549452,0.31433624760298445,0.0,0.0,0.0,0.0,-47432.717626983744,189,1002,0.18721773642426823,0.06789980685419982,1142,26,43.92307692307692,2.0758305070049174,3.016516913052926,0.039660864806491,0.018771984099770937,,,,,10.52457696311234,-403146.34857903677,3.1808717039991476,-420757.5939990397,0.039260080935761894,0.19660605346391224,-1205865.08193801,-4250.990498850518,0.20761077439661835
409,0,320,0.0,0.09549119259727379,0.3725545895408341,0.0038229776030075414,0.018070730494074535,0.19596295716078202,0.16916141447320068,6.063696855917806,12.287581897943156,0.95,0.2179449471770337,0.3834129479335388,0.2438490444546781,0.36633313313432153,0.28139895023612466,0.0,0.0,0.0,0.0,-1.1335964943181704,9,219,0.20288139153271914,0.07084616223608987,320,79,4.050632911392405,0.7981592421390815,2.2813271794254737,0.046180037717567755,0.029924030879176947,,,,,-0.10463110606863646,-1.0141906517092782,-0.6388139807009701,-3.054062909366631,0.10439930436844169,0.2534076825183184,-3.1824706745486893,-2.4719675257145814,0.2295165315155325
410,0,1142,0.0,0.09670183411420165,0.33582541652211056,0.0055852178871093035,0.020150225191269137,0.24302502208135862,0.19840711361827723,5.384687571430166,10.79042029327767,0.9124343257443083,0.28266221351259146,0.36973659973591566,0.22940989576621398,0.34809696864305006,0.26251781287995446,0.0,0.0,0.0,0.0,-63.07530533685042,29,631,0.21555482177308477,0.08454965421305036,1142,37,30.864864864864863,0.63285052167404,2.1642940542978852,0.053612525156501764,0.030281864874665384,,,,,-0.4105550849523616,-60.510324275408664,0.26068072414844995,-69426560369.10304,0.0759440113325607,0.23656466918780336,-119.03979459792654,-110.19429735640762,0.22383273016330643
412,0,110,0.0,0.36946520942072475,0.5863844626017618,0.032486017204161534,0.05568353714300165,0.452788420598319,0.1473790209807025,-0.2647668124345893,1.4613022952074854,1.0,0.0,0.5494677259840749,0.1917577708276627,0.5517226963557981,0.26298015211223724,0.0,0.0,0.0,0.0,-0.00018460718116775077,1,14,0.3035056001760743,0.040112472279117864,110,22,5.0,-0.031186924836683002,0.8240320394550962,0.09372466074472124,0.02728641828876486,,,,,-0.3114175547472895,0.7364359789516371,-0.6364665798486239,0.733745676941906,0.3934069116790273,0.40401465978536477,-0.374934475044191,-0.0861295411179408,0.26945246548221446
418,0,1142,0.0,0.08350933592597513,0.29709869272398204,0.002368545912976258,0.010284067069158432,0.10519553846058646,0.14633931035273928,10.622897620131802,13.079750805485812,0.7714535901926445,0.4198963543203535,0.24653715280662641,0.2746220639305055,0.23277663143425814,0.2958430738668241,0.0,0.0,0.0,0.0,-12.60394910496713,124,748,0.15766966892911966,0.09332130233050685,1142,34,33.588235294117645,1.3081793625040459,2.861988937619752,0.03356859003864033,0.024578259609527753,,,,,10.833091167471002,-94.60292556101611,3.5016721316793005,-109.3069385490959,0.11664168790960602,0.24178555070815386,-244.10063321907924,-1048.2594568334168,0.22128739592487223
419,0,628,0.0,0.10900281618680963,0.4583335765690377,0.009150796044953923,0.03895437177998083,0.38489438701572287,0.16186852063062745,0.6455099611086356,2.815643644850138,1.0,0.0,0.4703052307057912,0.17645145548566932,0.4553504798021523,0.24967546661213555,0.0,0.0,0.0,0.0,0.6187118439617967,12,206,0.2869778853740282,0.04456129610955901,628,22,28.545454545454547,0.2620117280314896,1.089325187141265,0.08434201588344042,0.028427404708821942,,,,,-0.3114175547472895,0.7292416048924004,-0.6364665798486239,0.7298911447828971,0.24729126516197353,0.4080148649009101,-0.11445721699272271,-0.06250001112188053,0.26945246548221446
420,0,1142,0.0,0.1243930178343182,0.38454448594339374,0.004622102060133127,0.01677099150460681,0.11063754220418975,0.13761534212914453,9.47278232396957,9.906954247042599,0.8994568538331735,0.31064987337145994,0.29416928097814476,0.2660985998161305,0.26841296523890545,0.3017542407158508,-0.0027297163176661825,0.09220624539909746,0.0,0.0,-30.335918459124382,12,937,0.19085539273278307,0.07917111940562367,1142,32,35.6875,1.3578968203358268,2.58378921853272,0.0426938472831077,0.03687337722100974,,,,,4.032099709743528,-17.2855129568006,2.2994137913797483,-16.635654888618944,0.15552785248103462,0.30972356637988413,-15.64479162287804,-12.245936798569653,0.2704987357078643
424,0,112,0.0,0.2749127305530368,0.709093262634165,0.00570175665103903,0.02220848700340565,0.20500619145085303,0.10308425276026664,9.257073559116439,12.032426175156864,1.0,0.0,0.2861105964818437,0.1581617431945179,0.2509807241170035,0.17986654889581924,0.0,0.0,0.0,0.0,-0.29047184902256407,0,100,0.1777265701842095,0.04751717863886955,112,80,1.4,1.9016997451627893,1.7195669576250172,0.033844615948120396,0.021137669959546832,,,,,0.750367596813803,0.29898646372540216,0.6490214684681243,-5.6084367949603,0.40949769435689404,0.6157934200342945,-2.325045595086814,-0.03784182040200864,0.19552348773896425
430,0,1142,0.0,0.13734231573043654,0.2773611325491506,0.0017528139624180688,0.00393028502614386,0.07686617073419952,0.06767200518404246,35.48340836741461,51.220905577417454,0.9527145359019265,0.21224879029832738,0.23232265234673674,0.21779303638983447,0.2115981722737565,0.23233231790855485,0.0,0.0,0.0,0.0,-0.10703322005721283,1,1087,0.10669110382331336,0.042543429862735356,1142,274,4.1678832116788325,2.880914750362171,4.094540213568312,0.013192935079954329,0.00914377510448627,,,,,0.13095105328795675,0.09915011755280953,0.5236004634135932,-55.34509640234495,0.02319463124412312,0.10918203597455158,-0.019567183388728936,-0.09414035677282076,0.1800163919657945
434,0,32,0.0,0.031249987715491808,0.17399263854487867,0.0009319896390646101,0.005463974886978726,0.20574860833585262,0.05014596108280129,1.4235207517631352,1.998370594870305,1.0,0.0,0.472985262516886,0.09455549068251659,0.47215624852105975,0.10423527732144655,0.0,0.0,0.0,0.0,-0.14751432711564,0,30,0.1705331103876233,0.02724220739341821,32,195,0.1641025641025641,0.14117373179760762,0.620622572557749,0.02982367982622236,0.00968009104621535,,,,,-0.5667142426168721,0.025390125893217652,-0.5872692246387373,-0.14516324328010366,0.04665000470878472,0.11835093672324805,-0.38293632661340415,-0.40036837989661667,0.24668284903195034
439,0,1142,0.0,0.07108034601845085,0.3086939504496725,0.0036314299508309563,0.017208075960099246,0.1651764317346801,0.1988448568724412,8.591292937248276,11.596623590996982,0.9106830122591943,0.2852007423582807,0.32947535466911654,0.2727171092998182,0.3048750535277488,0.32090394950559636,0.0,0.0,0.0,0.0,-15.315799736072435,65,816,0.2113140407173312,0.08875835473692237,1142,34,33.588235294117645,0.9308643400182437,2.697706569663059,0.05253166942522843,0.03544298838590056,,,,,12.412961481374674,-4.46994634171479,3.7142181677942885,-4.451005367216885,-0.042216750702107564,0.15561372371536228,-15.463835595233762,-14.929812267681642,0.2086303150111886
482,1,3,3.0,0.31517861262356184,0.5275191718462394,2713852375.424723,10515391373.673748,322.3333333333333,206.71128550603026,25.387574404478073,45.97651685025738,739424.125,1280109.0771338772,6781.0730056762695,11522.934403447905,169.625,136.84269025052086,8.125,9.249155366842963,0.0,0.0,-75.93320082799147,0,1,52178.260159254074,90207.50155455168,4,559,0.007155635062611807,2.5168579891324043,4.108413283503643,10859964002.284397,18809970173.72696,,,5.426264754702098,0.0,108.55842348527622,-149.65140346578417,10.13400306560105,-157.58831015744775,0.025105968333954308,0.20353007055919797,-75.93320082799147,-75.90562040646951,10.294508603909643
503,0,14,0.0,0.4946815044466585,0.41499231603786063,11.427747223991817,10.599734217685862,7.338571412222726,2.3666517688901614,-0.029863440498177494,0.666199529050994,33.863571303231375,13.960344283014246,14.206659317016602,15.548307544707614,13.863571439470563,15.64109815543393,4.691428571407284,15.624260831541134,0.0,0.0,0.43218479354840866,0,11,4.987560323306492,1.2603380096506998,14,6574,0.0021296014602981443,0.486454612075769,0.2755174020273868,26.46420976093837,15.496316194498418,,,,,0.06200669801291658,0.7601699035058106,0.5119998753876822,0.7601560549637432,0.5508757628266724,0.2823976186454458,0.2844248963462047,0.19947318374767864,6.69734720775951
509,0,8,0.0,0.40158792485848543,0.2746080189867822,1120836.2339217956,2895184.5260794125,1257.625,996.4781655284776,9.844699442386627,18.12931507966197,13606.125,17600.599119330425,2881.737106323242,2367.320101956978,2576.75,2279.1677071904996,1101.625,1632.158382135447,0.0,0.0,-0.1642033628146068,0,8,1386.0464096069336,1408.942796462268,8,329,0.0243161094224924,1.6394363869912922,1.8465378315647492,3906244.435913086,6897799.704564951,,,,,0.9730935935652862,0.07643632529113421,0.6404543244442441,0.07159464862159415,0.11584579865870138,0.11253993850771604,-0.05055322018362225,-0.09428833931747303,1082.8191397717055
