,0
501,44380
502,44381
503,44382
504,44383
505,44384
506,44385
507,44386
508,44387
509,44388
510,44389
511,44390
512,44391
513,44392
514,44393
515,44394
516,44395
517,44396
518,44397
519,44398
520,44399
521,44400
522,44401
523,44402
524,44403
525,44404
526,44405
527,44406
528,44407
529,44408
530,44409
531,44410
532,44411
533,44412
534,44413
535,44414
536,44415
537,44416
538,44417
539,44418
540,44419
541,44420
542,44421
543,44422
544,44423
545,44424
546,44425
547,44426
548,44427
549,44428
550,44429
551,44430
552,44431
553,44432
554,44433
555,44434
556,44435
557,44436
558,44437
559,44438
560,44439
561,44440
562,44441
563,44442
564,44443
565,44444
566,44445
567,44446
568,44447
569,44448
570,44449
571,44450
572,44451
573,44452
574,44453
575,44454
576,44455
577,44456
578,44457
579,44458
580,44459
581,44460
582,44461
583,44462
584,44463
585,44464
586,44465
587,44466
588,44467
589,44468
590,44469
591,44470
592,44471
593,44472
594,44473
595,44474
596,44475
597,44476
598,44477
599,44478
600,44479
601,44480
602,44481
603,44482
604,44483
605,44484
606,44485
607,44486
608,44487
609,44488
610,44489
611,44490
612,44491
613,44492
614,44493
615,44494
616,44495
617,44496
618,44497
619,44498
620,44499
621,44500
622,44501
623,44502
624,44503
625,44504
626,44505
627,44506
628,44507
629,44508
630,44509
631,44510
632,44511
633,44512
634,44513
635,44514
636,44515
637,44516
638,44517
639,44518
640,44519
641,44520
642,44521
643,44522
644,44523
645,44524
646,44525
647,44526
648,44527
649,44528
650,44529
651,44530
652,44531
653,44532
654,44533
655,44534
656,44535
657,44536
658,44537
659,44538
660,44539
661,44540
662,44541
663,44542
664,44543
665,44544
666,44545
667,44546
668,44547
669,44548
670,44549
671,44550
672,44551
673,44552
674,44553
675,44554
676,44555
677,44556
678,44557
679,44558
680,44559
681,44560
682,44561
683,44562
684,44563
685,44564
686,44565
687,44566
688,44567
689,44568
690,44569
691,44570
692,44571
693,44572
694,44578
695,44579
696,44580
697,44581
698,44582
699,44583
700,44584
701,44585
702,44586
703,44587
704,44588
705,44589
706,44590
707,44591
708,44592
709,44598
710,44599
711,44600
712,44601
713,44602
714,44603
715,44604
716,44605
717,44606
718,44607
719,44608
720,44609
721,44610
722,44611
723,44612
724,44613
725,44614
726,44615
727,44616
728,44617
729,44618
730,44619
731,44620
732,44621
733,44622
734,44623
735,44624
736,44625
737,44626
738,44627
739,44628
740,44629
741,44630
742,44631
743,44632
744,44633
745,44634
746,44635
747,44636
748,44637
749,44638
750,44639
751,44640
752,44641
753,44642
754,44643
755,44644
756,44645
757,44646
758,44647
759,44648
760,44649
761,44650
762,44651
763,44652
764,44653
765,44654
766,44655
767,44656
768,44657
769,44658
770,44659
771,44660
772,44661
773,44662
774,44663
775,44664
776,44665
777,44666
778,44667
779,44668
780,44669
781,44670
782,44671
783,44672
784,44673
785,44674
786,44675
787,44676
788,44677
789,44678
790,44679
791,44680
792,44681
793,44682
794,44683
795,44684
796,44685
797,44686
798,44687
799,44688
800,44689
801,44690
802,44691
803,44692
804,44693
805,44694
806,44695
807,44696
808,44697
809,44698
810,44699
811,44700
812,44701
813,44702
814,44703
815,44704
816,44705
817,44706
818,44707
819,44708
820,44709
821,44710
822,44711
823,44712
824,44713
825,44714
826,44715
827,44716
828,44717
829,44718
830,44719
831,44720
832,44721
833,44722
834,44723
835,44724
836,44725
837,44726
838,44727
839,44728
840,44729
841,44730
842,44731
843,44732
844,44733
845,44734
846,44735
847,44736
848,44737
849,44738
850,44739
851,44740
852,44741
853,44742
854,44743
855,44744
856,44745
857,44746
858,44747
859,44748
860,44749
861,44750
862,44751
863,44752
864,44753
865,44754
866,44755
867,44756
868,44757
869,44758
870,44759
871,44760
872,44761
873,44762
874,44763
875,44764
876,44765
877,44766
878,44767
879,44768
880,44769
881,44770
882,44771
883,44772
884,44773
885,44774
886,44775
887,44776
888,44777
889,44778
890,44779
891,44780
892,44781
893,44782
894,44783
895,44784
896,44785
897,44786
898,44787
899,44788
900,44789
901,44790
902,44791
903,44792
