0,AutoCorrelation,Dimensionality,MajorityClassPercentage,MajorityClassSize,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
725,0.5115370528628983,0.0010986328125,59.63134765625,4885.0,40.36865234375,3307.0,1.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,0.9576221959003249,0.07666015625,0.8403504350056656,0.9576221959003249,0.07666015625,0.8403504350056656,0.9576221959003249,0.07666015625,0.8403504350056656,0.9730662661337471,0.7653664151505182,0.2052001953125,0.55044519491658,,0.935052255706468,0.0782470703125,0.8371333177178656,0.935052255706468,0.0782470703125,0.8371333177178656,0.935052255706468,0.0782470703125,0.8371333177178656,,6.8695373873705945,6.508056640625,,2.0,2.1183202085958768,3.102711107718251,,0.6969579751040695,1.654425210586548,,,2.0,0.46940831194409666,1.0827400496945216,,-1.3787836157497317,-0.008189235595703122,,2.0,-0.3757084172142408,0.20126287373360896,0.9739732009796533,0.094482421875,0.8016414380229915,,-1.2294697442889857,-0.0036433393859863225,,-0.012709752303652504,0.28659637964770185,,-1.1926888003977072,0.30168295715332033,,0.00883448652143411,0.2912865369533354,,4.02414759266256,3.0741622514038087,,1.4997645364772156,2.5867980559583437,0.9691913713010365,0.07666015625,0.8400371032569887,0.9691913713010365,0.07666015625,0.8400371032569887,0.9691913713010365,0.07666015625,0.8400371032569887,0.9027745184913736,0.093994140625,0.8049200365255365,0.9027745184913736,0.093994140625,0.8049200365255365,0.9027745184913736,0.093994140625,0.8049200365255365,0.0,0.7211290278151337,0.2562255859375,0.4538509855896768
728,0.9859294001481116,0.0019743336623889436,76.0365251727542,3081.0,23.963474827245804,971.0,1.0,2.0,8.0,4052.0,0.0,0.0,7.0,1.0,12.5,0.0,0.0,87.5,12.5,0.985083153081693,0.006910167818361303,0.9808624255748812,0.985083153081693,0.006910167818361303,0.9808624255748812,0.985083153081693,0.006910167818361303,0.9808624255748812,0.794432350758128,0.985083153081693,0.006910167818361303,0.9808624255748812,,0.9879140314160977,0.007403751233958539,0.9795391494709231,0.9879140314160977,0.007403751233958539,0.9795391494709231,0.9879140314160977,0.007403751233958539,0.9795391494709231,,77.67284218721453,1972.3484698914124,,2.0,7.968839223314929,9.851025112008756,,17.041561950383606,281.94877309265274,,,2.0,2.7479867719748903,1.7577933429538013,,-1.9947336544065641,0.02295162882527129,,2.0,-0.1706355241114757,0.14976777755278584,0.9861169671721574,0.030848963474827247,0.9169583916455387,,-1.5287300145357814,0.07823297137216127,,-0.07906425771800853,0.26857098640919885,,-0.27432929148765695,0.22556762092793747,,1.313699492502952,0.47295352262718626,,38.642530446865216,0.5197433366238892,,6.373653377463277,0.6445571257785595,0.985083153081693,0.006910167818361303,0.9808624255748812,0.985083153081693,0.006910167818361303,0.9808624255748812,0.985083153081693,0.006910167818361303,0.9808624255748812,0.9865911832630211,0.008884501480750246,0.9755165423460493,0.9865911832630211,0.008884501480750246,0.9755165423460493,0.9865911832630211,0.008884501480750246,0.9755165423460493,0.0,0.9945874368367166,0.014807502467917079,0.9591363503274706
735,0.569893785862532,0.0015869140625,69.76318359375,5715.0,30.23681640625,2477.0,1.0,2.0,13.0,8192.0,0.0,0.0,12.0,1.0,7.6923076923076925,0.0,0.0,92.3076923076923,7.6923076923076925,0.9048880849926055,0.099365234375,0.7631176463692455,0.9048880849926055,0.099365234375,0.7631176463692455,0.9048880849926055,0.099365234375,0.7631176463692455,0.8841664897438648,0.7725844170568708,0.1611328125,0.5913283966189838,,0.8942447948951879,0.104248046875,0.7474686649990474,0.8942447948951879,0.104248046875,0.7474686649990474,0.8942447948951879,0.104248046875,0.7474686649990474,,313.7492588907212,1328125.9598388672,,2.0,13.89785224277495,422019.42695680115,,77.06930335086467,135460.4337241618,,,2.0,5.074304624464367,67245.74837716803,,0.9031412644665848,1.8845544433593753,,2.0,-0.7916644438525916,2.479493426887122,0.94959467880384,0.1097412109375,0.7276359658894059,,3.0285703727068487,14.719573974609375,,1.918088274781169,35.75724411168001,,20.497553076379997,180.26910400390625,,3.9586311547060458,179.7295631307842,,152.74488362507907,72500.29754638672,,8.569249264261034,106188.17283831451,0.9382960860211407,0.10205078125,0.7505757125669923,0.9382960860211407,0.10205078125,0.7505757125669923,0.9382960860211407,0.10205078125,0.7505757125669923,0.8557649006026042,0.119384765625,0.7154574227947138,0.8557649006026042,0.119384765625,0.7154574227947138,0.8557649006026042,0.119384765625,0.7154574227947138,0.0,0.8700240285870604,0.105712890625,0.7470540629639378
737,0.8876368319381842,0.002252977148374638,50.40231734792404,1566.0,49.59768265207596,1541.0,1.0,2.0,7.0,3107.0,0.0,0.0,6.0,1.0,14.285714285714285,0.0,0.0,85.71428571428571,14.285714285714285,0.7953309829330772,0.25490827164467333,0.49001308156163004,0.7953309829330772,0.25490827164467333,0.49001308156163004,0.7953309829330772,0.25490827164467333,0.49001308156163004,0.9999532967890263,0.7228195603690692,0.271000965561635,0.45720384541488596,,0.8164692529357211,0.21564209848728677,0.5684554041492496,0.8164692529357211,0.21564209848728677,0.5684554041492496,0.8164692529357211,0.21564209848728677,0.5684554041492496,,8.425854561944803,11.885160685226907,,2.0,0.5879083591036021,11475690.49228988,,1.9590698482873339,-15273134.720528876,,,2.0,0.03347062927202367,1912616.0117226078,,0.2808760952513789,-91638847.14773095,,2.0,-1.020247201405136,0.19805589077380184,0.8037486232008374,0.26906984229159964,0.4623490409661379,,0.5794890007082598,-22909712.219108343,,-0.800812073275297,1.0037380761707666,,0.7505225600284189,8.879526517701963,,0.4005369665714864,1.3481659981083594,,2.7571761479440235,10.288723745654973,,0.566793876292941,2868923.681591777,0.8281928687397596,0.21532024460894753,0.5692133634067117,0.8281928687397596,0.21532024460894753,0.5692133634067117,0.8281928687397596,0.21532024460894753,0.5692133634067117,0.7399822062434785,0.26005793369810104,0.4799097237558531,0.7399822062434785,0.26005793369810104,0.4799097237558531,0.7399822062434785,0.26005793369810104,0.4799097237558531,0.0,0.7653557135196912,0.2301255230125523,0.5396500021654947
742,0.5070140280561122,0.202,56.599999999999994,283.0,43.4,217.0,1.0,2.0,101.0,500.0,0.0,0.0,100.0,1.0,0.9900990099009901,0.0,0.0,99.00990099009901,0.9900990099009901,0.872254156421488,0.138,0.7189546743132719,0.872254156421488,0.138,0.7189546743132719,0.872254156421488,0.138,0.7189546743132719,0.9873944843383377,0.7282652944912149,0.254,0.4849291067778463,,0.7904935597857061,0.22,0.5597675572702387,0.7904935597857061,0.22,0.5597675572702387,0.7904935597857061,0.22,0.5597675572702387,,1.6851414299028966,3.400000004871728e-08,,2.0,1.2727815699647653,1.0000000568657352,,-1.1265918246102398,1.4200000040637267e-09,,,2.0,0.03536261954446897,1.0000000277136303,,-1.333000720617259,-3.5999999979718926e-08,,2.0,-0.14423581584673417,0.9999999918457023,0.690022960056016,0.342,0.2913033387487153,,-1.233324063215618,-9.999999982412966e-09,,-0.03356446934848274,1.0000000173045065,,-1.1891536635404036,1.4654943925052067e-17,,0.010671830952634041,1.000000027974059,,-1.1595245483105991,1.0000000024865119e-08,,0.06299470557637488,1.0000000367089639,0.8660500561788604,0.172,0.6483883101378645,0.8660500561788604,0.172,0.6483883101378645,0.8660500561788604,0.172,0.6483883101378645,0.6642621028805914,0.332,0.3271179570328334,0.6642621028805914,0.332,0.3271179570328334,0.6642621028805914,0.332,0.3271179570328334,0.0,0.5268518669293775,0.462,0.05402306381863466
743,0.5125125125125125,0.006,54.300000000000004,543.0,45.7,457.0,1.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.8793939980092766,0.147,0.7021059286999659,0.8793939980092766,0.147,0.7021059286999659,0.8793939980092766,0.147,0.7021059286999659,0.9946583178227808,0.6925339813258863,0.303,0.3921179973197017,,0.8794766090001651,0.137,0.7233351643025623,0.8794766090001651,0.137,0.7233351643025623,0.8794766090001651,0.137,0.7233351643025623,,-0.714024714895118,8.000000024432907e-09,,2.0,0.05211380007687936,1.0000000416398398,,-1.0927041744440968,1.200000010648239e-09,,,2.0,0.001946020264280997,1.0000000268959368,,-1.2023174944588253,-5.999999978856252e-09,,2.0,-0.023446768963174103,1.0000000171354109,0.7168216126471382,0.338,0.31540421532765406,,-1.201145939022952,-5.4999999958837975e-09,,-0.020138152612591602,1.000000018380049,,-1.1883248767855386,3.999999983905766e-09,,-0.00691703033571841,1.0000000248594452,,-0.9364520586945206,6.500000030551512e-09,,0.028461718441153302,1.0000000364300705,0.8760734391559978,0.153,0.6921999855152934,0.8760734391559978,0.153,0.6921999855152934,0.8760734391559978,0.153,0.6921999855152934,0.833976087140491,0.166,0.66633568238373,0.833976087140491,0.166,0.66633568238373,0.833976087140491,0.166,0.66633568238373,0.0,0.8503229888253523,0.149,0.7000394578968135
749,0.503006012024048,0.012,52.6,263.0,47.4,237.0,1.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.8435449455327205,0.184,0.632840061938285,0.8435449455327205,0.184,0.632840061938285,0.8435449455327205,0.184,0.632840061938285,0.9980485963165613,0.682140507933452,0.304,0.3865129720217625,,0.8495050616868012,0.14,0.7187715943240073,0.8495050616868012,0.14,0.7187715943240073,0.8495050616868012,0.14,0.7187715943240073,,1.748098453648106,1.8000000012063922e-08,,2.0,1.3669582222534125,1.0000000462122272,,-0.2559117473894627,-2.8000000007299967e-09,,,2.0,0.4213036223466485,1.0000000319627356,,-1.217561928450577,-2.6000000032694315e-08,,2.0,-0.022743193335913164,1.0000000166966816,0.6698272127833661,0.358,0.28400000000000003,,-1.2099896117279185,-2.3999999998178254e-08,,-0.01443583724259055,1.0000000212701023,,-0.6662195294378415,7.999999988239636e-09,,0.03765272513243975,1.0000000266436067,,0.9033200079731825,1.3000000002233448e-08,,1.048868530542992,1.0000000453149331,0.857791468129823,0.154,0.6908425143738155,0.857791468129823,0.154,0.6908425143738155,0.857791468129823,0.154,0.6908425143738155,0.8340713288732734,0.166,0.6674466311943072,0.8340713288732734,0.166,0.6674466311943072,0.8340713288732734,0.166,0.6674466311943072,0.0,0.8632141310102517,0.136,0.7270347950352446
750,0.5170340681362725,0.016,50.8,254.0,49.2,246.0,1.0,2.0,8.0,500.0,0.0,0.0,7.0,1.0,12.5,0.0,0.0,87.5,12.5,0.5,0.492,0.0,0.5,0.492,0.0,0.5,0.492,0.0,0.9998153271549207,0.5263827539850201,0.474,0.04791747011183955,,0.5231899366237756,0.48,0.031195504747142076,0.5231899366237756,0.48,0.031195504747142076,0.5231899366237756,0.48,0.031195504747142076,,4.622818194317764,141.091,,2.0,0.8238986439770583,85.51077361249645,,0.4989987534076391,23.99629007714286,,,2.0,-0.0456230691517487,14.79787251097422,,-1.1673149165628454,0.1548,,2.0,-0.913561198200657,0.8868084438818452,0.5101626016260162,0.482,0.032843200205470754,,-1.0026531251028858,0.787,,-0.3071873540507745,0.9886312474765178,,0.27107031541788507,3.27092914,,-0.07115678624409269,1.860612349908832,,0.5937842101601292,12.446000000000002,,0.4614759955514295,6.857487460326632,0.5453716151334743,0.452,0.09298144223977406,0.5453716151334743,0.452,0.09298144223977406,0.5453716151334743,0.452,0.09298144223977406,0.5344888291402599,0.466,0.06889386189258313,0.5344888291402599,0.466,0.06889386189258313,0.5344888291402599,0.466,0.06889386189258313,0.0,0.555886306894565,0.444,0.11177261378913009
751,0.5085085085085085,0.011,56.00000000000001,560.0,44.0,440.0,1.0,2.0,11.0,1000.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,0.8789306006493507,0.159,0.6766452452615309,0.8789306006493507,0.159,0.6766452452615309,0.8789306006493507,0.159,0.6766452452615309,0.9895875212220557,0.7076704545454545,0.282,0.4249592169657421,,0.8281270292207792,0.174,0.646571335716607,0.8281270292207792,0.174,0.646571335716607,0.8281270292207792,0.174,0.646571335716607,,1.9053017542309383,-1.9498291869979312e-17,,2.0,1.41300036481528,1.0000000499583503,,-0.5859464306558406,-5.800000006390971e-09,,,2.0,0.306201570551695,1.0000000291214368,,-1.2522327925794074,-1.399999995310708e-08,,2.0,-0.04554014919528331,1.0000000079255056,0.6986160714285713,0.347,0.2870058354565629,,-1.2469856959114498,-9.24999996494702e-09,,0.006364356923906918,1.0000000185726057,,-1.2106563661067797,-5.499999995328686e-09,,0.033521783370531015,1.0000000311781458,,0.17402668935646226,-1.750000006225938e-09,,0.7653097797142981,1.0000000390927797,0.8601116071428571,0.164,0.6694614640438568,0.8601116071428571,0.164,0.6694614640438568,0.8601116071428571,0.164,0.6694614640438568,0.8034902597402597,0.192,0.6090568496497802,0.8034902597402597,0.192,0.6090568496497802,0.8034902597402597,0.192,0.6090568496497802,0.0,0.727840909090909,0.271,0.45314391799176684
752,0.4971309974362105,0.0040283203125,50.390625,4128.0,49.609375,4064.0,1.0,2.0,33.0,8192.0,0.0,0.0,32.0,1.0,3.0303030303030303,0.0,0.0,96.96969696969697,3.0303030303030303,0.6494708691936764,0.344970703125,0.3101243854155144,0.6494708691936764,0.344970703125,0.3101243854155144,0.6494708691936764,0.344970703125,0.3101243854155144,0.9999559719934967,0.6494708691936764,0.344970703125,0.3101243854155144,,0.8698670711446316,0.1339111328125,0.7321976552800066,0.8698670711446316,0.1339111328125,0.7321976552800066,0.8698670711446316,0.1339111328125,0.7321976552800066,,-1.1566377295697303,1.3857382694091798,,2.0,0.025773471625597424,43.74730240319808,,-1.1968486921306225,0.6606090161552428,,,2.0,-0.0026872986819989775,7.586923543998413,,-1.2266356524099393,-0.5303204826660163,,2.0,-0.03206985392821682,0.6451884420982766,0.6618813137093329,0.3587646484375,0.2822722043411817,,-1.2058468323164864,0.0011421534729003982,,-0.01029600917479105,0.6510656691431331,,-1.1964712199735223,0.2906945432739263,,-0.0048194138200279135,1.3469000968424223,,-1.187930513938662,1.377246857696533,,0.004579369785457627,1.3620998658595689,0.9239217994166972,0.1251220703125,0.7497801994511184,0.9239217994166972,0.1251220703125,0.7497801994511184,0.9239217994166972,0.1251220703125,0.7497801994511184,0.7696211392907282,0.2303466796875,0.5392618224200123,0.7696211392907282,0.2303466796875,0.5392618224200123,0.7696211392907282,0.2303466796875,0.5392618224200123,0.0,0.5587260803882073,0.4412841796875,0.11744342402654993
311,0.9284188034188035,0.05336179295624333,95.62433297758804,896.0,4.375667022411953,41.0,1.0,2.0,50.0,937.0,0.0,0.0,49.0,1.0,2.0,0.0,0.0,98.0,2.0,0.7403908972125436,0.04055496264674493,0.32757969481794735,0.7403908972125436,0.04055496264674493,0.32757969481794735,0.7403908972125436,0.04055496264674493,0.32757969481794735,0.2592588744223089,0.7426230400696864,0.048025613660619,0.24050290901885943,,0.5788735844947736,0.07150480256136606,0.2265452708613109,0.5788735844947736,0.07150480256136606,0.2265452708613109,0.5788735844947736,0.07150480256136606,0.2265452708613109,,535.4994159632479,769696.3788687311,,2.0,21.512609549546074,3831151.032065409,,51.70561684818716,16103.506455470151,,,2.0,3.8530220282980903,78741.02242778482,,-1.4447216100868725,-2.828420490928495,,2.0,-2.0168687177851905,0.0,0.6813102295672675,0.31696905016008536,0.06719917408836323,,-0.08403315326688254,0.30657417289220923,,0.5650792059446177,0.2584018838765066,,2.9554011497901027,9.127886872998934,,1.4659931912206452,5.029150950838543,,52.53656725573033,108.00263073639272,,5.791510166817712,228.51158769958306,0.6302809233449478,0.048025613660619,0.24050290901885943,0.6302809233449478,0.048025613660619,0.24050290901885943,0.6302809233449478,0.048025613660619,0.24050290901885943,0.6040940766550522,0.0672358591248666,0.2057933187132528,0.6040940766550522,0.0672358591248666,0.2057933187132528,0.6040940766550522,0.0672358591248666,0.2057933187132528,0.0,0.6282121080139373,0.04375667022411953,0.32869100249881994
313,0.05660377358490566,0.192090395480226,10.357815442561206,55.0,0.18832391713747645,1.0,0.0,48.0,102.0,531.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,98.0392156862745,1.9607843137254901,0.7577966632246925,0.5612052730696798,0.4069351683195035,0.7577966632246925,0.5612052730696798,0.4069351683195035,0.7577966632246925,0.5612052730696798,0.4069351683195035,4.692031507986513,0.7118388830708404,0.8135593220338984,0.10252116621543374,1.833492073436956,0.7088308697051208,0.6120527306967984,0.3550743864658114,0.7088308697051208,0.6120527306967984,0.3550743864658114,0.7088308697051208,0.6120527306967984,0.3550743864658114,9.05256805080422,298.22997446587726,12541.209977438795,4.69203150798651,531.0,15.423172491943282,5503.167938857056,5.442476651195729,8.728863037898872,4677.608287303219,2.55906833520753,1.126741430198802,194.33333333333331,1.1151783672556235,1314.8160776797756,1.8323852515872376,-1.1756724534265068,-9.850094161958582,0.42610516242855,4.0,-1.767294786801218,1.6595452191470982e-15,0.8198135462097969,0.7250470809792844,0.23973878862480985,1.8323852515872376,2.457795125422316,1834.5121862711865,0.42610516242855,-1.0539269440676446,820.1347832525761,5.442476651195729,4.241691531588818,3765.593584463277,2.5590683352075296,1.4439051876819677,1033.1170959936367,9.05256805080422,8.507800019270693,7359.541034788135,4.69203150798651,2.2526686659454027,1396.7391061633562,0.4839502212638875,0.896421845574388,0.0,0.4839502212638875,0.896421845574388,0.0,0.4839502212638875,0.896421845574388,0.0,0.7039669937061688,0.7156308851224106,0.2309773805667245,0.7039669937061688,0.7156308851224106,0.2309773805667245,0.7039669937061688,0.7156308851224106,0.2309773805667245,292.3907203269853,0.6740456437386707,0.632768361581921,0.3314497695507176
316,0.9718543046357616,0.04840711625982623,98.59329747621017,2383.0,1.406702523789822,34.0,14.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0,11.965811965811966,0.0,0.0,88.03418803418803,11.965811965811966,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.1066848655670195,0.8231221149811162,0.01406702523789822,0.0,21.833172549955023,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.9855937840033736,6.687960169599681,0.007604920976417047,0.02118629646365,2.0,1.8538929595829297,0.10573786005690052,0.7614434265986262,1.3997952780886584,6.175144104663185e-05,0.004886365704430769,154.8302167003543,2.0,0.34599301345974864,0.09850493765817374,0.37938121465884517,-1.174849959753242,-0.002413848986346709,7.74857923e-05,2.0,-0.8675454727364418,0.09233262540062774,0.7610816911187548,0.06661150186181217,0.0478407786850137,0.6008839601513428,0.31118087703175146,-0.0009737120397186583,0.0005929702194650001,-0.06008465467593182,0.09680450848773416,0.8091399528306533,0.860217664770222,0.00020580554406288693,0.00226078513359,0.15723319348277892,0.09829275525262618,0.9195095098938038,2.047378746257273,0.000897243690525446,0.00501256887126,0.6237368334235593,0.09944799953457444,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.4998950902224087,0.01406702523789822,0.0,0.5079916565870998,0.02689284236657013,0.016218416356182104,0.5079916565870998,0.02689284236657013,0.016218416356182104,0.5079916565870998,0.02689284236657013,0.016218416356182104,0.0,0.5611562291723236,0.0215142738932561,0.15049678945589812
333,0.8162162162162162,0.012589928057553957,50.0,278.0,50.0,278.0,3.0,2.0,7.0,556.0,0.0,0.0,0.0,7.0,42.857142857142854,0.0,0.0,0.0,100.0,0.7385746079395477,0.25359712230215825,0.4928057553956835,0.7385746079395477,0.25359712230215825,0.4928057553956835,0.7385746079395477,0.25359712230215825,0.4928057553956835,1.0,0.7455035971223022,0.25359712230215825,0.4928057553956835,19.28693034685815,0.9629159981367424,0.10431654676258993,0.7913669064748201,0.9629159981367424,0.10431654676258993,0.7913669064748201,0.9629159981367424,0.10431654676258993,0.7913669064748201,1.9998697229407525,,,0.30564217262535,4.0,,,1.4589229391616843,,,0.051848582538325,27.138145109044974,2.7142857142857144,,,0.9996639598468491,,,3.735261793e-05,2.0,,,0.7421070337974225,0.25359712230215825,0.4928057553956835,0.9998529861022931,,,0.000184375303945,,,1.5845931125102337,,,0.000774770054655,,,1.6886437299661348,,,0.079132328414895,,,0.9340031571864811,0.12050359712230216,0.7589928057553956,0.9340031571864811,0.12050359712230216,0.7589928057553956,0.9340031571864811,0.12050359712230216,0.7589928057553956,0.9345983644738886,0.07553956834532374,0.8489208633093526,0.9345983644738886,0.07553956834532374,0.8489208633093526,0.9345983644738886,0.07553956834532374,0.8489208633093526,0.7559289460184545,0.984459914083122,0.06294964028776978,0.8741007194244603
334,0.44,0.011647254575707155,65.72379367720465,395.0,34.27620632279534,206.0,3.0,2.0,7.0,601.0,0.0,0.0,0.0,7.0,42.857142857142854,0.0,0.0,0.0,100.0,0.49936708860759493,0.3427620632279534,0.0,0.49936708860759493,0.3427620632279534,0.0,0.49936708860759493,0.3427620632279534,0.0,0.9274373177990278,0.49842693867518745,0.3427620632279534,0.0,255.34844685504277,0.5393265331203146,0.3560732113144759,0.029328301886792474,0.5393265331203146,0.3560732113144759,0.029328301886792474,0.5393265331203146,0.3560732113144759,0.029328301886792474,1.9993734446391016,,,0.00684214329877,4.0,,,1.4589306695469753,,,0.0036320460501,400.6828667430599,2.7142857142857144,,,0.9999820261996926,,,7.829360624e-05,2.0,,,0.512744254639302,0.40266222961730447,-0.08223826177542973,0.99999400873876,,,0.0012604335734449999,,,1.5846420186297692,,,0.003758454643025,,,1.6885532408585777,,,0.0059858732349625,,,0.517119331448937,0.3810316139767055,-0.011301261655803706,0.517119331448937,0.3810316139767055,-0.011301261655803706,0.517119331448937,0.3810316139767055,-0.011301261655803706,0.6236512228093891,0.37437603993344426,0.1661682277567783,0.6236512228093891,0.37437603993344426,0.1661682277567783,0.6236512228093891,0.37437603993344426,0.1661682277567783,0.7559289460184545,0.7592233009708738,0.3144758735440932,0.2671251879141368
335,0.7703435804701627,0.01263537906137184,51.985559566786996,288.0,48.014440433213,266.0,3.0,2.0,7.0,554.0,0.0,0.0,0.0,7.0,42.857142857142854,0.0,0.0,0.0,100.0,0.9820906432748538,0.02527075812274368,0.949407712779836,0.9820906432748538,0.02527075812274368,0.949407712779836,0.9820906432748538,0.02527075812274368,0.949407712779836,0.9988621511417833,0.7810868316624896,0.22202166064981949,0.5481839037780635,9.435362670639023,0.9865418755221388,0.010830324909747292,0.9782926701844208,0.9865418755221388,0.010830324909747292,0.9782926701844208,0.9865418755221388,0.010830324909747292,0.9782926701844208,1.9999151137035627,,,0.31810389936073,4.0,,,1.4589592735868127,,,0.10586367329048667,12.781491121921238,2.7142857142857144,,,0.9998495749784304,,,3.192587578e-05,2.0,,,0.981078999582289,0.036101083032490974,0.9277874814254804,0.9999341897882912,,,0.0002555595928825,,,1.5845494951908672,,,0.002056169463995,,,1.6886759542250682,,,0.31397880340006,,,0.9850472535505431,0.02527075812274368,0.949407712779836,0.9850472535505431,0.02527075812274368,0.949407712779836,0.9850472535505431,0.02527075812274368,0.949407712779836,0.9532098475355054,0.05595667870036101,0.887925971364805,0.9532098475355054,0.05595667870036101,0.887925971364805,0.9532098475355054,0.05595667870036101,0.887925971364805,0.7559289460184545,0.9763536445279868,0.04151624548736462,0.9169198669883288
337,0.985632183908046,0.12893982808022922,72.77936962750717,254.0,27.22063037249284,95.0,1.0,2.0,45.0,349.0,0.0,0.0,44.0,1.0,2.2222222222222223,0.0,0.0,97.77777777777777,2.2222222222222223,0.7535433070866142,0.17478510028653296,0.5359346049046322,0.7535433070866142,0.17478510028653296,0.5359346049046322,0.7535433070866142,0.17478510028653296,0.5359346049046322,0.8446127584974168,0.7012639867384998,0.2722063037249284,0.0,,0.7355573974305842,0.20057306590257878,0.49042593133369483,0.7355573974305842,0.20057306590257878,0.49042593133369483,0.7355573974305842,0.20057306590257878,0.49042593133369483,,20.182076641976177,74.06303724928367,,2.0,-0.8984196500422785,14.53855205197118,,5.782937715235988,65.03223495702005,,,2.0,-1.8210042360503846,9.312904725278703,,1.0417838271806548,51.67335243553008,,2.0,-3.2657530693520944,5.882904864153518,0.868182967854399,0.2722063037249284,0.45487578303546466,,2.7651789423702064,62.14828080229226,,-2.33005156514637,7.681093299280193,,4.7164483044587735,65.18051575931233,,-1.7006435514343217,8.816682654820411,,8.219548298382097,67.87106017191977,,-1.3430782241754793,10.655689682240956,0.7111893907998343,0.24641833810888253,0.2669857861573781,0.7111893907998343,0.24641833810888253,0.2669857861573781,0.7111893907998343,0.24641833810888253,0.2669857861573781,0.7765022793203481,0.18624641833810887,0.5405383509205437,0.7765022793203481,0.18624641833810887,0.5405383509205437,0.7765022793203481,0.18624641833810887,0.5405383509205437,0.0,0.6915872358060504,0.2722063037249284,0.3574487877672048
