did,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
195,-2423.0696202531644,,,,,,,,,,,,,,0.10062893081761007,,,,,,,,,,,,,,5.725789793104717,11445.729559748428,,6.0,2.710241699665932,5877.856195222506,,1.1626230761417424,1321.4923773584906,,,6.0,0.7271725574658744,464.0198869430487,,-0.8231753950890628,3.2363522012578616,,6.0,-0.992743213391146,0.2673356289537193,,,,,,0.0,0.0,16.0,159.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,93.75,6.25,,0.1534114134260296,26.52201257861635,,0.1564223566528122,2.2687613543418763,,0.6367833110658783,95.83647798742138,,0.7820354281095616,6.459188875537101,,2.531782382097072,172.41383647798742,,0.9168458236032813,35.651284566404826,,,,,,,,,,,,,,,,,,,0.0,,,
196,-2.8831234256926956,,,,,,,,,,,,,,0.020100502512562814,,,,,,,,,,,,,,0.6969469997428415,2970.4246231155785,,13.0,1.0873262824048746,846.841774197327,,-0.18529258343933788,661.4805107168497,,,7.0,0.6147754295851477,200.03528910874596,,-0.7855289051011423,15.568090452261307,,3.0,0.27877684462588953,2.757688929812677,,,,,,0.0,0.0,8.0,398.0,6.0,6.0,5.0,3.0,0.0,1.507537688442211,0.18844221105527637,62.5,37.5,,-0.766062767348952,19.541331658291455,,0.3679215943104056,5.286836621189229,,-0.510781265212318,104.46938775510195,,0.5310625125994611,38.491159932828495,,0.5582219413567662,1581.9252512562816,,0.9034857233527331,475.5558061842615,,,,,,,,,,,,,,,,,,,5.291502622129181,,,
197,-14.015504822366012,,,,,,,,,,,,,,0.002685546875,,,,,,,,,,,,,,618.0754029990946,1328125.9598388672,,,21.542019683245,422019.42695680115,,79.51358042941015,73907.62665072354,,,,4.99767026571361,36701.75879027224,,0.9031412644665848,1.1275048828124994,,,-3.4167496030436424,2.479493426887122,,,,,,0.0,0.0,22.0,8192.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,100.0,0.0,,4.891124172409055,7.702777404785157,,1.789997638235141,14.879687078758385,,22.197782628643637,20.578762817382824,,3.986001310855217,62.24756959820295,,59.86307608076643,598.7240600585938,,5.547953257855335,557.6394401522911,,,,,,,,,,,,,,,,,,,,,,
198,0.9971727616645649,,,,,,,,,,,,,,0.0007355259010192287,,,,,,,,,,,,,,3.833618543090072,0.0016319218241042286,,,0.15585894727615973,25.49626557030775,,0.5952986624462339,-1.7990314594935284,,,,-0.03878937315009056,4.373551443359677,,-0.5464315381909008,-12.30429757276446,,,-0.1760894978153925,0.0023743436588915903,,,,,,0.0,0.0,7.0,9517.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.42225076762322455,-0.2898812651045501,,-0.17307352053359015,0.005294590181793806,,0.17043829690530998,-0.00019649049070084382,,-0.058976735261625536,0.01591605112099209,,0.6976626774521439,4.541347063150154e-05,,0.10836966060198293,4.912073633167756,,,,,,,,,,,,,,,,,,,,,,
199,-16.653225806451612,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,3.1484095157236704,57.44,,3.0,1.5903052309118162,17.563892580537072,,0.7789944524450039,27.241653333333332,,,3.0,0.3135430433813126,11.173398006246252,,-0.410404642598019,0.82096,,3.0,-0.6380573853536728,0.07745366981455389,,,,,,0.0,0.0,5.0,125.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,60.0,40.0,,-0.410404642598019,0.82096,,-0.6380573853536728,0.07745366981455389,,-0.4010215157906396,23.464,,-0.011618715414205413,15.878847768387132,,3.1484095157236704,57.44,,1.5903052309118162,17.563892580537072,,,,,,,,,,,,,,,,,,,0.0,,,
200,-1003.4172661870504,,,,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,14.337869865983695,1982.6557692307697,,4.0,3.408525855721415,2140.3888244517593,,6.0160190608922175,449.0974094657871,,,2.375,1.6670924428187406,345.372334767155,,-0.616724760817668,3.2208133971291866,,2.0,-0.46752651417628355,0.4249716057796193,,,,,,6.0,0.0,19.0,418.0,142.0,1239.0,11.0,8.0,31.57894736842105,33.97129186602871,15.600604381767816,57.89473684210527,42.10526315789473,,0.5667445291024276,10.731730769230769,,0.4726020506759316,4.407506384141376,,7.6240234498616815,122.55634615384615,,2.2232761541097337,65.14863866583947,,10.040772735082836,369.51056338028167,,2.7176107087404464,231.94454503787398,,,,,,,,,,,,,,,,,,,0.7440238091428449,,,
201,-39.41869457963864,,,,,,,,,,,,,,0.003266666666666667,,,,,,,,,,,,,,147.26194740900425,110.0,,,11.618472351028334,41.7258163228183,,33.55855360461808,19.626665306122447,,,,4.636993749277325,7.238713324658709,,-0.9923344746178677,0.0,,,0.3087529884515551,0.0,,,,,,0.0,0.0,49.0,15000.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,100.0,0.0,,3.334071941913528,0.0,,1.8620080941902517,0.0,,14.538954991146058,0.9410000000000024,,3.6725648788099585,3.1478618538894647,,69.4396088024714,12.1014,,7.781885681103323,12.456206034580957,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,-44.3936170212766,,,,,,,,,,,,,,0.05291005291005291,,,,,,,,,,,,,,2.403885403467324,2944.656084656085,,6.0,1.4020067975650343,729.0224168601321,,0.9795573041394643,1032.5696649029983,,,3.0,0.6380064212513571,254.9668250487617,,-0.08141574266836882,23.238095238095237,,2.0,-0.21017096945202257,5.298677933404265,,,,,,4.0,0.0,10.0,189.0,0.0,0.0,3.0,7.0,40.0,0.0,0.0,30.0,70.0,,-0.08141574266836882,23.238095238095237,,-0.21017096945202257,5.298677933404265,,0.6162022516194381,129.81481481481484,,0.7221834356410596,30.579380352748757,,2.403885403467324,2944.656084656085,,1.4020067975650343,729.0224168601321,,,,,,,,,,,,,,,,,,,1.5275252316519468,,,
204,-58.05960264900662,,,,,,,,,,,,,,0.0462046204620462,,,,,,,,,,,,,,4.49172428653883,246.69306930693068,,4.0,1.269719930602004,51.776917542637015,,0.9273127762157815,83.58259734239071,,,2.7142857142857144,0.6589423296026808,14.94534000277354,,-0.5233827452226585,0.6722408026755854,,2.0,-0.5374486699106468,0.9374383177242156,,,,,,3.0,0.0,14.0,303.0,6.0,6.0,7.0,7.0,21.428571428571427,1.9801980198019802,0.14144271570014144,50.0,50.0,,-0.13875398792997595,0.9372937293729372,,-0.2090604688201289,1.161075022068634,,0.25925589718151354,54.43894389438944,,1.0584956067826028,9.038662442446743,,1.575813073338233,149.6072607260726,,1.1893521054154095,22.875003276980376,,,,,,,,,,,,,,,,,,,0.7559289460184545,,,
205,-0.47540983606557374,,,,,,,,,,,,,,0.12903225806451613,,,,,,,,,,,,,,45.74102025601454,283.13419354838715,,,6.563608062833759,930.2789422543101,,9.561562499001095,82.82389954115683,,,,2.1025516609370163,250.44718318606826,,-1.3291245751525371,2.419354838709677,,,0.20124523613049736,1.4412521731282144,,,,,,0.0,0.0,8.0,62.0,11.0,12.0,8.0,0.0,0.0,17.741935483870968,2.4193548387096775,100.0,0.0,,-1.2172974538056966,2.6774193548387095,,0.2665529679938841,1.5085086582930662,,1.1724566666875087,15.205172413793104,,1.1815182423966233,11.406507882390933,,21.17408249123242,184.68084997219125,,4.307131969031277,711.0697675512827,,,,,,,,,,,,,,,,,,,,,,
206,0.833118918918919,,,,,,,,,,,,,,0.3279569892473118,,,,,,,,,,,,,,185.99999999999972,0.6518709677419355,,,13.638181696985843,0.37658895176761614,,18.41097624665389,0.21151489511722193,,,,3.194978767952586,0.17948467733360335,,-1.5719724523164773,0.0,,,-1.3531394060106106,0.0,,,,,,0.0,0.0,61.0,186.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.21260505796021656,0.12150537634408601,,0.7510090845963988,0.12973941647454296,,5.291166368548081,0.1773817204301075,,2.570821010782726,0.16694043194353742,,26.77991110319155,0.28626612903225807,,5.337794917765284,0.22790592626802342,,,,,,,,,,,,,,,,,,,,,,
207,-2423.0696202531644,,,,,,,,,,,,,,0.10062893081761007,,,,,,,,,,,,,,5.725789793104717,11445.729559748428,,,2.710241699665932,5877.856195222506,,1.056944594555641,1238.9450943396228,,,,0.6876586685141055,435.09321186690744,,-0.8231753950890628,0.7358490566037735,,,-0.992743213391146,0.2673356289537193,,,,,,0.0,0.0,16.0,159.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.11741065324252764,14.251352201257863,,0.150294730508712,2.028102260441167,,0.6299767593426382,80.72201257861636,,0.7578504906446117,6.278165631417309,,2.186155695177078,159.5933962264151,,0.9168000067509171,34.41810908379436,,,,,,,,,,,,,,,,,,,,,,
208,-29.0975,,,,,,,,,,,,,,1.0769230769230769,,,,,,,,,,,,,,0.8277169417382741,452507.53846153844,,,1.0277105820502919,64568.12389589694,,-0.7408342566634085,32568.318516483512,,,,0.27136164725935785,4684.078088274687,,-1.6423435643266524,3.9476923076923076,,,-0.8740051296230028,0.9665587915051506,,,,,,0.0,0.0,14.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.3401945317885595,41.463653846153846,,-0.08862503452243534,10.779320211599078,,-1.0028597627887728,245.14038461538462,,0.27766822843268346,44.66144695447802,,-0.05013295006877472,548.3484615384615,,0.8309826158736997,148.8337488048325,,,,,,,,,,,,,,,,,,,,,,
209,0.8041800643086809,,,,,,,,,,,,,,0.0018365472910927456,,,,,,,,,,,,,,10.796760983139114,74.35996326905416,,,3.275952385239734,118.87558082656727,,2.688363927853376,35.8034940312213,,,,0.9405572647035662,66.5195967175524,,-0.8153019350336588,5.977180899908173,,,-0.8578739656544061,0.1894263888349855,,,,,,0.0,0.0,4.0,2178.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.813493475175737,6.473384986225895,,-0.6319242861248975,7.778465473520262,,0.3859983316540254,31.438415977961434,,0.6720753196144684,73.50668982740368,,8.492586927081842,69.49868112947658,,2.7815207606211274,118.27363485173328,,,,,,,,,,,,,,,,,,,,,,
210,-0.008130841121495237,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,8.399550587553993,2.1928703703703705,,4.0,2.199116708663542,1.6329418730038145,,3.776197431178775,1.5334953703703704,,,3.0,1.5632200452604756,1.2583977305783272,,0.7114488593255213,1.2021296296296295,,2.0,0.9822412574528292,0.891782894376577,,,,,,1.0,0.0,6.0,108.0,0.0,0.0,4.0,2.0,16.666666666666664,0.0,0.0,66.66666666666666,33.33333333333333,,0.7737092811979713,1.2097453703703702,,1.0161945756313864,0.9381319338874566,,2.9968951389177927,1.3694907407407408,,1.5357611074627653,1.2544330774664583,,7.5579878734205606,2.02125,,2.137704452687275,1.5826281803810662,,,,,,,,,,,,,,,,,,,1.4142135623730951,,,
211,-1223.2666666666667,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,,-0.8354422899466472,387698.4375,,,0.3189119806488471,99394.93779528797,,-1.086416540478338,82613.65982142856,,,,-0.027450630074468498,15929.849152853743,,-1.399049539666931,101.68125,,,-0.4476528025918118,4.760952285695233,,,,,,0.0,0.0,7.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.2000000000000002,1954.5,,-0.16200100816841012,10.791553409959105,,-1.0720210580168774,3193.3125,,0.0,934.4642471312997,,-0.9496840803284146,117424.0,,0.17496795622771943,6956.1015614590715,,,,,,,,,,,,,,,,,,,,,,
212,0.19761904761904756,,,,,,,,,,,,,,0.06976744186046512,,,,,,,,,,,,,,0.5440611384523959,9.032558139534883,,,-0.23448445693340872,7.123080262446098,,0.13921182760932033,1.8767441860465115,,,,-0.5712654083178142,3.955394689467782,,-0.6476508341363507,-8.148837209302325,,,-0.9683711334897396,0.7205648700876485,,,,,,0.0,0.0,3.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.6476508341363507,-8.148837209302325,,-0.9683711334897396,0.7205648700876485,,0.5212251785119157,4.746511627906977,,-0.5109406345302944,4.0225389358695995,,0.5440611384523959,9.032558139534883,,-0.23448445693340872,7.123080262446098,,,,,,,,,,,,,,,,,,,,,,
